Symbol,时间周期,策略,参数JSON,总收益(%),夏普比,最大回撤(%),胜率(%),交易次数
BTCUSDT,5m,A1,"{""n"": 2.1921903962826255, ""period"": 32}",-95.90852457089558,-1.2451010763838375,95.90852457089558,26.190827311605958,2162
BTCUSDT,5m,A1,"{""n"": 2.1731986594738184, ""period"": 22}",-97.58310135330383,-1.4867910144292067,97.58310135330383,21.439147172046194,2431
BTCUSDT,5m,A1,"{""n"": 1.3178576407208384, ""period"": 20}",-99.99290173131304,-2.4110597774921736,99.99290173131304,29.80620000795893,6048
BTCUSDT,5m,A1,"{""n"": 1.5395473871893364, ""period"": 24}",-99.94275113026556,-2.0501020311097253,99.94275113026556,29.126520296951508,4858
BTCUSDT,5m,A1,"{""n"": 1.3546314330832145, ""period"": 26}",-99.96823501141853,-2.0265415653649312,99.96823501141853,31.920626095881623,5178
BTCUSDT,5m,A1,"{""n"": 1.4576385737879747, ""period"": 30}",-99.90890740675825,-1.8172016676066627,99.90890740675825,32.11899536698366,4545
BTCUSDT,5m,A1,"{""n"": 2.7951795358401688, ""period"": 30}",-66.03045645988581,-0.6226872063688027,66.14171597142642,22.781525687597302,753
BTCUSDT,5m,A1,"{""n"": 2.528143411795969, ""period"": 20}",-82.85736109845281,-0.9168277093976602,82.85984221583962,19.84289617486339,1215
BTCUSDT,5m,A1,"{""n"": 2.4342093081533394, ""period"": 30}",-89.69566376467229,-1.0466503205139948,89.69566376467229,24.04795486600846,1516
BTCUSDT,5m,A1,"{""n"": 1.9688914699379858, ""period"": 24}",-99.22715571341975,-1.6654678979802102,99.22715571341975,24.381660969233863,3174
BTCUSDT,5m,A1,"{""n"": 1.2660165717934604, ""period"": 18}",-99.99644335264476,-2.53534971306656,99.99644335264476,29.587181484366308,6566
BTCUSDT,5m,A1,"{""n"": 2.173043815856095, ""period"": 30}",-96.33503628203115,-1.2817371643098598,96.33503628203115,25.74214828624695,2257
BTCUSDT,5m,A1,"{""n"": 2.3680633605792862, ""period"": 22}",-92.52391839231731,-1.1708292793916357,92.52391839231731,20.377777777777776,1735
BTCUSDT,5m,A1,"{""n"": 1.9474377053366498, ""period"": 20}",-99.5264362906059,-1.859855363568679,99.5264362906059,22.025912838633687,3463
BTCUSDT,5m,A1,"{""n"": 2.6491706170147076, ""period"": 22}",-74.99141395094627,-0.7566555205637863,75.02365661745168,20.707506471095773,963
BTCUSDT,5m,A1,"{""n"": 2.780379539136056, ""period"": 32}",-68.19985252014177,-0.6474678877908971,68.2166244687997,23.232323232323232,796
BTCUSDT,5m,A1,"{""n"": 2.5025335479157778, ""period"": 32}",-86.8335021999235,-0.9561219895609749,86.8335021999235,24.356279558591698,1363
BTCUSDT,5m,A1,"{""n"": 1.3649313058184984, ""period"": 24}",-99.97767862690009,-2.131383465197161,99.97767862690009,31.07651511911381,5407
BTCUSDT,5m,A1,"{""n"": 2.5597678822237917, ""period"": 22}",-81.35323324747652,-0.8686841733289797,81.37727385019697,20.81447963800905,1167
BTCUSDT,5m,A1,"{""n"": 2.3408712344230844, ""period"": 26}",-92.99004110766249,-1.189660151090028,92.99004110766249,22.95049108037683,1804
BTCUSDT,5m,A1,"{""n"": 1.7309580124257242, ""period"": 34}",-99.49595776177695,-1.5497936256238884,99.49595776177695,30.72394701801107,3567
BTCUSDT,5m,A1,"{""n"": 2.7998359489058497, ""period"": 28}",-64.49494982909737,-0.6405571360179354,64.61123854326787,21.91707054388799,739
BTCUSDT,5m,A1,"{""n"": 2.7844290918751815, ""period"": 28}",-66.7666167395046,-0.6622522529378958,66.87546512553128,21.82952182952183,765
BTCUSDT,5m,A1,"{""n"": 2.6798341843410545, ""period"": 28}",-74.56029240657136,-0.7528184740667635,74.6139178807992,22.34522345223452,943
BTCUSDT,5m,A1,"{""n"": 2.7571177693628477, ""period"": 28}",-68.73013828287486,-0.6804612739217687,68.79605339441699,21.89176011701609,811
BTCUSDT,5m,A1,"{""n"": 2.2158461877712927, ""period"": 21}",-96.83796481625134,-1.4209418283827928,96.83796481625134,20.40347711989503,2264
BTCUSDT,5m,A1,"{""n"": 2.7710301711513208, ""period"": 30}",-68.09845863275481,-0.651452616682032,68.15777151670449,22.781065088757398,787
BTCUSDT,5m,A1,"{""n"": 2.7497847496915098, ""period"": 26}",-68.35337548748424,-0.7014005288691395,68.39417633716751,21.515298688683828,831
BTCUSDT,5m,A1,"{""n"": 2.8986204528074184, ""period"": 30}",-57.691642176103564,-0.5558320754712243,57.83021357668812,21.941489361702125,596
BTCUSDT,5m,A1,"{""n"": 2.4518713774939807, ""period"": 26}",-88.89187432214052,-1.0620961530370459,88.89187432214052,21.61006289308176,1487
BTCUSDT,5m,A1,"{""n"": 2.3878466720684393, ""period"": 21}",-91.63324258435117,-1.1440853765370524,91.63324258435117,19.92831541218638,1631
BTCUSDT,5m,A1,"{""n"": 2.015472482245035, ""period"": 22}",-99.17808803463039,-1.7111036531022181,99.17808803463039,22.515681743149553,3077
BTCUSDT,5m,A1,"{""n"": 3.3359370274038334, ""period"": 32}",-29.83004806603866,-0.2950039038312327,29.920035660094168,22.837370242214533,248
BTCUSDT,5m,A1,"{""n"": 2.82222988219323, ""period"": 25}",-60.807665155838066,-0.6152968272197933,60.8487144728518,21.21212121212121,689
BTCUSDT,5m,A1,"{""n"": 2.3044589913156734, ""period"": 26}",-94.28474346730356,-1.2548232938698367,94.28474346730356,22.892684738210175,1928
BTCUSDT,5m,A1,"{""n"": 2.916417485585175, ""period"": 32}",-57.956812189311194,-0.5367115592842269,58.07648194491076,22.980958634274458,600
