Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,1h,A6,"{""lookback"": 28, ""max_depth"": 9, ""n_estimators"": 370}",115.15317806812115,5.081892936958026,否,0.03888888888888889,否
