Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,30m,A6,"{""lookback"": 46, ""max_depth"": 10, ""n_estimators"": 355}",150.9129113136879,3.6069988179706636,否,0.013888888888888888,否
