Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,1h,A6,"{""lookback"": 28, ""max_depth"": 9, ""n_estimators"": 370}",281.9645508018948,23005.202573376748,5.069169924253305,54.59183673469388,471,6.013216330418524,37.68,0.0,0.5478065780018643,115.15317806812115,5.081892936958026,否,0.03888888888888889,否
