Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,30m,A5,"{""lookback"": 52, ""lr"": 0.019340310799639947, ""n_estimators"": 312, ""num_leaves"": 32}",30.38004144554489,406.16399919260306,2.401806831829613,51.71339563862928,266,4.689452938182059,21.279999999999998,0.0,0.4572673523403558,-15.177378162610749,2.4112520376099456,否,0.0,否
