Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
SOLUSDT,5m,A5,"{""lookback"": 20, ""lr"": 0.061395728781433456, ""n_estimators"": 200, ""num_leaves"": 50}",-5.779762473824377,3.567710631800741,否,0.0,否
