Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%)
BTCUSDT,5m,A2,"{""fast"": 12, ""slow"": 64}",-32.97506476811816,-12.656821572047772,-0.3880005056395021,47.96469215056901,285,36.023007057321934,22.799999999999997,0.0,1.1389291006840805
BTCUSDT,5m,A2,"{""fast"": 12, ""slow"": 50}",-41.09159604631121,-16.38803183757791,-0.5106996981640819,47.505438723712835,343,42.310240816990365,27.439999999999998,0.0,1.371118513125826
BTCUSDT,5m,A2,"{""fast"": 8, ""slow"": 44}",-49.71229776820291,-20.74489756673866,-0.6693124141508398,46.90310414853496,420,51.0096356849806,33.599999999999994,0.0,1.6793699744709025
BTCUSDT,5m,A2,"{""fast"": 10, ""slow"": 52}",-46.4759181225857,-19.05521938858694,-0.6039628223581034,47.13052310817674,360,47.29824931907503,28.799999999999997,0.0,1.4391740305656484
BTCUSDT,5m,A2,"{""fast"": 8, ""slow"": 56}",-50.00550541269242,-20.901495075615895,-0.6739470424527909,47.07803992740472,381,50.75744819218515,30.479999999999997,0.0,1.5232426109324875
BTCUSDT,5m,A2,"{""fast"": 10, ""slow"": 62}",-39.32045411996343,-15.546098052337264,-0.4851058853661513,47.54324756505306,327,41.75822345028887,26.16,0.0,1.3070662614177584
BTCUSDT,5m,A2,"{""fast"": 16, ""slow"": 60}",-33.54558341260186,-12.90899193356918,-0.395682845555871,48.06133625410734,278,36.73565379159026,22.24,0.0,1.1109062405618009
BTCUSDT,5m,A2,"{""fast"": 14, ""slow"": 42}",-40.60594715358431,-16.155524316472857,-0.5064566924185915,47.50733137829912,356,42.11223766168065,28.48,0.0,1.4231609676386312
BTCUSDT,5m,A2,"{""fast"": 14, ""slow"": 62}",-33.10824666579649,-12.715560754171873,-0.3895676906958295,48.10487110202293,277,36.89427636857205,22.16,0.0,1.1069029748300467
BTCUSDT,5m,A2,"{""fast"": 12, ""slow"": 50}",-41.09159604631121,-16.38803183757791,-0.5106996981640819,47.505438723712835,343,42.310240816990365,27.439999999999998,0.0,1.371118513125826
