Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,4h,A1,"{""n"": 1.3595397284006636, ""period"": 33}",5.793378812356731,149.75094971334295,0.9285606333417614,46.25,16,3.980462606532431,1.2799999999999998,0.0,0.00930278481962198,-66.8473620666409,0.9448966814224317,否,0.15555555555555556,否
