Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,4h,A2,"{""fast"": 16, ""slow"": 66}",-39.496774030717944,0.507006902193496,否,0.0,否
