Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
1000000BOBUSDT,5m,A6,"{""lookback"": 48, ""max_depth"": 8, ""n_estimators"": 400}",,,否,,否
