表名,起始日期,结束日期,覆盖天数,目标天数,达标率(%),是否达标,总行数
B3USDT_15m,2025-02-13,2025-08-15,184,365,50.4,❌,18002
B3USDT_30m,2025-02-13,2025-08-15,184,365,50.4,❌,9102
B3USDT_1h,2025-02-13,2025-08-15,184,365,50.4,❌,4701
B3USDT_2h,2025-02-13,2025-08-15,184,365,50.4,❌,2252
ATOMUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
B3USDT_4h,2025-02-13,2025-08-15,184,365,50.4,❌,1401
B3USDT_1d,2025-02-13,2025-08-13,182,365,49.9,❌,185
AUCTIONUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BABYUSDT_5m,2025-04-05,2025-08-15,133,365,36.4,❌,39292
BABYUSDT_15m,2025-04-05,2025-08-15,133,365,36.4,❌,13098
BABYUSDT_30m,2025-04-05,2025-08-15,133,365,36.4,❌,6650
BABYUSDT_1h,2025-04-05,2025-08-15,133,365,36.4,❌,3475
BABYUSDT_2h,2025-04-05,2025-08-15,133,365,36.4,❌,1639
AVAXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BABYUSDT_4h,2025-04-05,2025-08-15,133,365,36.4,❌,1094
BABYUSDT_1d,2025-04-05,2025-08-14,132,365,36.2,❌,135
ATOMUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BAKEUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
AUCTIONUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
AXLUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
ATOMUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
AUCTIONUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ATOMUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANANAS31USDT_5m,2025-03-22,2025-08-15,147,365,40.3,❌,43375
AUCTIONUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANANAS31USDT_15m,2025-03-22,2025-08-15,147,365,40.3,❌,14459
BANANAS31USDT_30m,2025-03-22,2025-08-15,147,365,40.3,❌,7331
BANANAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
BANANAS31USDT_1h,2025-03-22,2025-08-15,147,365,40.3,❌,3815
AXSUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BANANAS31USDT_2h,2025-03-22,2025-08-15,147,365,40.3,❌,1809
BANANAS31USDT_4h,2025-03-22,2025-08-15,147,365,40.3,❌,1179
BANANAS31USDT_1d,2025-03-22,2025-08-14,146,365,40.0,❌,149
AVAXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BANDUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
AXLUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
AVAXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
AVAXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
AXSUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
AXLUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
AVAXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANKUSDT_5m,2025-04-18,2025-08-15,119,365,32.6,❌,35488
BANKUSDT_15m,2025-04-18,2025-08-15,119,365,32.6,❌,11830
BANKUSDT_30m,2025-04-18,2025-08-15,119,365,32.6,❌,6016
AXLUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BANKUSDT_1h,2025-04-18,2025-08-15,119,365,32.6,❌,3158
BANKUSDT_2h,2025-04-18,2025-08-15,119,365,32.6,❌,1480
BANKUSDT_4h,2025-04-18,2025-08-15,119,365,32.6,❌,1015
AXSUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
AXLUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANKUSDT_1d,2025-04-18,2025-08-14,119,365,32.6,❌,122
BANUSDT_5m,2024-11-18,2025-08-15,271,365,74.2,❌,79060
BATUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
BANUSDT_15m,2024-11-18,2025-08-15,271,365,74.2,❌,26354
BANUSDT_30m,2024-11-18,2025-08-15,271,365,74.2,❌,13278
BANUSDT_1h,2024-11-18,2025-08-15,271,365,74.2,❌,6789
AXSUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BANUSDT_2h,2024-11-18,2025-08-15,271,365,74.2,❌,3296
BANUSDT_4h,2024-11-18,2025-08-15,271,365,74.2,❌,1633
AXSUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANUSDT_1d,2024-11-18,2025-08-14,270,365,74.0,❌,293
BBUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
BCHUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
BAKEUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BANANAUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BANDUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BAKEUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BATUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BANANAUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BCHUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BBUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BAKEUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BANDUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BAKEUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BANANAUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BAKEUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BAKEUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANDUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BDXNUSDT_5m,2025-06-03,2025-08-15,74,365,20.3,❌,22337
BDXNUSDT_15m,2025-06-03,2025-08-15,74,365,20.3,❌,7446
BDXNUSDT_30m,2025-06-03,2025-08-15,74,365,20.3,❌,3824
BDXNUSDT_1h,2025-06-03,2025-08-15,74,365,20.3,❌,2062
BATUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BDXNUSDT_2h,2025-06-03,2025-08-15,74,365,20.3,❌,932
BDXNUSDT_4h,2025-06-03,2025-08-15,74,365,20.3,❌,741
BANANAUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BDXNUSDT_1d,2025-06-03,2025-08-14,73,365,20.0,❌,76
BEAMXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BANDUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BANANAUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BANANAUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BANDUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BCHUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BBUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BELUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BANDUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BERAUSDT_5m,2025-02-06,2025-08-15,190,365,52.1,❌,55979
BERAUSDT_15m,2025-02-06,2025-08-15,190,365,52.1,❌,18660
BERAUSDT_30m,2025-02-06,2025-08-15,190,365,52.1,❌,9431
BERAUSDT_1h,2025-02-06,2025-08-15,190,365,52.1,❌,4865
BATUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BERAUSDT_2h,2025-02-06,2025-08-15,191,365,52.3,❌,2334
BERAUSDT_4h,2025-02-06,2025-08-15,191,365,52.3,❌,1442
BERAUSDT_1d,2025-02-06,2025-08-14,190,365,52.1,❌,193
BICOUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BATUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BBUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BCHUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BATUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BATUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BIDUSDT_5m,2025-03-20,2025-08-15,149,365,40.8,❌,43949
BIDUSDT_15m,2025-03-20,2025-08-15,149,365,40.8,❌,14650
BBUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BCHUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BIDUSDT_30m,2025-03-20,2025-08-15,149,365,40.8,❌,7426
BIDUSDT_1h,2025-03-20,2025-08-15,149,365,40.8,❌,3863
BIDUSDT_2h,2025-03-20,2025-08-15,149,365,40.8,❌,1833
BIDUSDT_4h,2025-03-20,2025-08-15,149,365,40.8,❌,1191
BIDUSDT_1d,2025-03-20,2025-08-13,147,365,40.3,❌,150
BBUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BCHUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BIGTIMEUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BBUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BCHUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BIOUSDT_5m,2025-01-03,2025-08-15,225,365,61.6,❌,65804
BLURUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BIOUSDT_15m,2025-01-03,2025-08-15,225,365,61.6,❌,21935
BIOUSDT_30m,2025-01-03,2025-08-15,225,365,61.6,❌,11069
BIOUSDT_1h,2025-01-03,2025-08-15,225,365,61.6,❌,5684
BIOUSDT_2h,2025-01-03,2025-08-15,225,365,61.6,❌,2743
BIOUSDT_4h,2025-01-03,2025-08-15,225,365,61.6,❌,1357
BIOUSDT_1d,2025-01-03,2025-08-14,224,365,61.4,❌,227
BMTUSDT_5m,2025-03-17,2025-08-15,152,365,41.6,❌,44765
BMTUSDT_15m,2025-03-17,2025-08-15,152,365,41.6,❌,14922
BMTUSDT_30m,2025-03-17,2025-08-15,152,365,41.6,❌,7562
BMTUSDT_1h,2025-03-17,2025-08-15,152,365,41.6,❌,3931
BMTUSDT_2h,2025-03-17,2025-08-15,152,365,41.6,❌,1867
BMTUSDT_4h,2025-03-17,2025-08-15,152,365,41.6,❌,1208
BMTUSDT_1d,2025-03-17,2025-08-14,151,365,41.4,❌,160
BNBUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BEAMXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BELUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BICOUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
BEAMXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BIGTIMEUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BELUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BLURUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BICOUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BEAMXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BELUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BNBUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BEAMXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BELUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BICOUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BEAMXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BELUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BEAMXUSDT_1d,2024-08-16,2025-08-13,363,365,99.5,✅,366
BNTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105719
BELUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BIGTIMEUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BOMEUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105719
BICOUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BLURUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BICOUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BICOUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BRETTUSDT_5m,2024-08-20,2025-08-15,361,365,98.9,✅,114793
BRETTUSDT_15m,2024-08-20,2025-08-15,361,365,98.9,✅,34768
BIGTIMEUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BNBUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BLURUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BIGTIMEUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BLURUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BIGTIMEUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BIGTIMEUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BLURUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BROCCOLI714USDT_5m,2025-03-21,2025-08-15,148,365,40.5,❌,43668
BROCCOLI714USDT_15m,2025-03-21,2025-08-15,148,365,40.5,❌,14556
BROCCOLI714USDT_30m,2025-03-21,2025-08-15,148,365,40.5,❌,7278
BNBUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BLURUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BROCCOLI714USDT_1h,2025-03-21,2025-08-15,148,365,40.5,❌,3639
BROCCOLI714USDT_2h,2025-03-21,2025-08-15,148,365,40.5,❌,1821
BROCCOLIF3BUSDT_5m,2025-03-21,2025-08-15,148,365,40.5,❌,43665
BROCCOLI714USDT_4h,2025-03-21,2025-08-15,148,365,40.5,❌,911
BROCCOLIF3BUSDT_15m,2025-03-21,2025-08-15,148,365,40.5,❌,14555
BROCCOLI714USDT_1d,2025-03-21,2025-08-13,146,365,40.0,❌,149
BROCCOLIF3BUSDT_30m,2025-03-21,2025-08-15,148,365,40.5,❌,7278
BROCCOLIF3BUSDT_1h,2025-03-21,2025-08-15,148,365,40.5,❌,3639
BRUSDT_5m,2025-03-21,2025-08-15,148,365,40.5,❌,43623
BROCCOLIF3BUSDT_2h,2025-03-21,2025-08-15,148,365,40.5,❌,1821
BRUSDT_15m,2025-03-21,2025-08-15,148,365,40.5,❌,14541
BROCCOLIF3BUSDT_4h,2025-03-21,2025-08-15,148,365,40.5,❌,911
BRUSDT_30m,2025-03-21,2025-08-15,148,365,40.5,❌,7372
BROCCOLIF3BUSDT_1d,2025-03-21,2025-08-13,146,365,40.0,❌,149
BRUSDT_1h,2025-03-21,2025-08-15,148,365,40.5,❌,3836
BRUSDT_2h,2025-03-21,2025-08-15,148,365,40.5,❌,1819
BSVUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
BRETTUSDT_30m,2024-08-20,2025-08-15,361,365,98.9,✅,17384
BRUSDT_4h,2025-03-21,2025-08-15,148,365,40.5,❌,1184
BNBUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BRUSDT_1d,2025-03-21,2025-08-14,147,365,40.3,❌,151
BSWUSDT_5m,2024-09-05,2025-08-15,345,365,94.5,❌,104059
BSWUSDT_15m,2024-09-05,2025-08-15,345,365,94.5,❌,41727
BSWUSDT_30m,2024-09-05,2025-08-15,345,365,94.5,❌,16736
BNBUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BNBUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
BTCDOMUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105720
BRETTUSDT_1h,2024-08-20,2025-08-15,361,365,98.9,✅,8690
BSWUSDT_1h,2024-09-05,2025-08-15,345,365,94.5,❌,8310
BRETTUSDT_2h,2024-08-20,2025-08-15,361,365,98.9,✅,4345
BSWUSDT_2h,2024-09-05,2025-08-15,345,365,94.5,❌,4155
BRETTUSDT_4h,2024-08-20,2025-08-15,361,365,98.9,✅,2173
BRETTUSDT_1d,2024-08-20,2025-08-14,360,365,98.6,✅,365
BSWUSDT_4h,2024-09-05,2025-08-15,345,365,94.5,❌,2078
BSWUSDT_1d,2024-09-05,2025-08-14,344,365,94.2,❌,365
BULLAUSDT_5m,2025-07-04,2025-08-15,43,365,11.8,❌,13428
BULLAUSDT_15m,2025-07-04,2025-08-15,43,365,11.8,❌,4477
BULLAUSDT_30m,2025-07-04,2025-08-15,43,365,11.8,❌,2339
BULLAUSDT_1h,2025-07-04,2025-08-15,43,365,11.8,❌,1319
BULLAUSDT_2h,2025-07-04,2025-08-15,43,365,11.8,❌,561
BULLAUSDT_4h,2025-07-04,2025-08-15,43,365,11.8,❌,519
BULLAUSDT_1d,2025-07-04,2025-08-13,41,365,11.2,❌,44
BUSDT_5m,2025-05-22,2025-08-15,85,365,23.3,❌,25723
BUSDT_15m,2025-05-22,2025-08-15,85,365,23.3,❌,8575
BUSDT_30m,2025-05-22,2025-08-15,85,365,23.3,❌,4388
BUSDT_1h,2025-05-22,2025-08-15,85,365,23.3,❌,2344
BUSDT_2h,2025-05-22,2025-08-15,85,365,23.3,❌,1073
BUSDT_4h,2025-05-22,2025-08-15,85,365,23.3,❌,811
BUSDT_1d,2025-05-22,2025-08-14,85,365,23.3,❌,88
C98USDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BNTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BOMEUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BNTUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BOMEUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
BSVUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BNTUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BTCDOMUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
BOMEUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BNTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BNTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BOMEUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BNTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CAKEUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BOMEUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BOMEUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CARVUSDT_5m,2025-08-07,2025-08-15,8,365,2.2,❌,3544
CARVUSDT_15m,2025-08-07,2025-08-15,8,365,2.2,❌,1182
BSVUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CARVUSDT_30m,2025-08-07,2025-08-15,8,365,2.2,❌,692
CARVUSDT_1h,2025-08-07,2025-08-15,8,365,2.2,❌,496
CARVUSDT_2h,2025-08-07,2025-08-15,8,365,2.2,❌,149
CARVUSDT_4h,2025-08-07,2025-08-15,8,365,2.2,❌,1440
CARVUSDT_1d,2025-08-07,2025-08-14,8,365,2.2,❌,312
CATIUSDT_5m,2024-09-20,2025-08-15,330,365,90.4,❌,96055
CATIUSDT_15m,2024-09-20,2025-08-15,330,365,90.4,❌,32019
CATIUSDT_30m,2024-09-20,2025-08-15,330,365,90.4,❌,16110
CATIUSDT_1h,2024-09-20,2025-08-15,330,365,90.4,❌,7946
BTCDOMUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CATIUSDT_2h,2024-09-20,2025-08-15,330,365,90.4,❌,3973
BSVUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
C98USDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
CATIUSDT_4h,2024-09-20,2025-08-15,330,365,90.4,❌,1987
CATIUSDT_1d,2024-09-20,2025-08-14,329,365,90.1,❌,332
CELOUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BSVUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BTCDOMUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
BSVUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BSVUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CELRUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
BTCDOMUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
BTCDOMUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
BTCDOMUSDT_1d,2024-08-16,2025-08-13,363,365,99.5,✅,366
CETUSUSDT_5m,2024-11-06,2025-08-15,283,365,77.5,❌,84308
CETUSUSDT_15m,2024-11-06,2025-08-15,283,365,77.5,❌,28297
CETUSUSDT_30m,2024-11-06,2025-08-15,283,365,77.5,❌,17470
CETUSUSDT_1h,2024-11-06,2025-08-15,283,365,77.5,❌,9135
CETUSUSDT_2h,2024-11-06,2025-08-15,282,365,77.3,❌,3407
CETUSUSDT_4h,2024-11-06,2025-08-15,283,365,77.5,❌,1704
C98USDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CETUSUSDT_1d,2024-11-06,2025-08-14,282,365,77.3,❌,365
CFXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
C98USDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
CGPTUSDT_5m,2024-12-20,2025-08-15,238,365,65.2,❌,71430
C98USDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
CGPTUSDT_15m,2024-12-20,2025-08-15,238,365,65.2,❌,27452
CGPTUSDT_30m,2024-12-20,2025-08-15,238,365,65.2,❌,15348
CGPTUSDT_1h,2024-12-20,2025-08-15,238,365,65.2,❌,8078
CGPTUSDT_2h,2024-12-20,2025-08-15,238,365,65.2,❌,2908
CGPTUSDT_4h,2024-12-20,2025-08-15,238,365,65.2,❌,1439
C98USDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
CGPTUSDT_1d,2024-12-20,2025-08-14,238,365,65.2,❌,365
C98USDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CHESSUSDT_5m,2024-08-29,2025-08-15,352,365,96.4,❌,103897
CHILLGUYUSDT_5m,2024-11-27,2025-08-15,262,365,71.8,❌,76433
CHESSUSDT_15m,2024-08-29,2025-08-15,352,365,96.4,❌,42406
CHILLGUYUSDT_15m,2024-11-27,2025-08-15,262,365,71.8,❌,25478
CHESSUSDT_30m,2024-08-29,2025-08-15,352,365,96.4,❌,16958
CHILLGUYUSDT_30m,2024-11-27,2025-08-15,262,365,71.8,❌,12840
CHILLGUYUSDT_1h,2024-11-27,2025-08-15,262,365,71.8,❌,6570
CHILLGUYUSDT_2h,2024-11-27,2025-08-15,262,365,71.8,❌,3186
CHILLGUYUSDT_4h,2024-11-27,2025-08-15,262,365,71.8,❌,1578
CHILLGUYUSDT_1d,2024-11-27,2025-08-14,261,365,71.5,❌,264
CAKEUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
CHRUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
CHESSUSDT_1h,2024-08-29,2025-08-15,352,365,96.4,❌,8477
CHESSUSDT_2h,2024-08-29,2025-08-15,352,365,96.4,❌,4239
CHESSUSDT_4h,2024-08-29,2025-08-15,352,365,96.4,❌,2120
CHESSUSDT_1d,2024-08-29,2025-08-14,351,365,96.2,❌,365
CHZUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
CELOUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
CAKEUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CELRUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
CAKEUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
CAKEUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
CFXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
CELOUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CAKEUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
CAKEUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CKBUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
CELRUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CELOUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
CELRUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
CELOUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
CELOUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
CFXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
CELOUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CELRUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
CHRUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
COMPUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
CELRUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
CELRUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
COOKIEUSDT_5m,2025-01-07,2025-08-15,221,365,60.5,❌,65902
COOKIEUSDT_15m,2025-01-07,2025-08-15,221,365,60.5,❌,25555
COOKIEUSDT_30m,2025-01-07,2025-08-15,221,365,60.5,❌,12481
COOKIEUSDT_1h,2025-01-07,2025-08-15,221,365,60.5,❌,7660
COOKIEUSDT_2h,2025-01-07,2025-08-15,221,365,60.5,❌,2696
COOKIEUSDT_4h,2025-01-07,2025-08-15,221,365,60.5,❌,1392
COOKIEUSDT_1d,2025-01-07,2025-08-14,220,365,60.3,❌,365
COSUSDT_5m,2024-09-30,2025-08-15,320,365,87.7,❌,93158
COSUSDT_15m,2024-09-30,2025-08-15,320,365,87.7,❌,31053
CFXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
COSUSDT_30m,2024-09-30,2025-08-15,320,365,87.7,❌,15627
COSUSDT_1h,2024-09-30,2025-08-15,320,365,87.7,❌,7963
COSUSDT_2h,2024-09-30,2025-08-15,320,365,87.7,❌,3852
COSUSDT_4h,2024-09-30,2025-08-15,320,365,87.7,❌,1926
CFXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
COSUSDT_1d,2024-09-30,2025-08-14,319,365,87.4,❌,322
COTIUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
CHZUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
CFXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
CFXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
CHRUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17619
COWUSDT_5m,2024-11-06,2025-08-15,283,365,77.5,❌,82497
COWUSDT_15m,2024-11-06,2025-08-15,283,365,77.5,❌,27499
