Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,4h,A2,"{""fast"": 12, ""slow"": 59}",7.724441565976092,235.10547687852102,0.6288210759293771,50.373134328358205,6,8.880097798867336,0.48,0.0,0.003488544307358242,-38.22109316943637,0.6451571240100473,否,0.0,否
