Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
ETHUSDT,30m,A3,"{""high"": 59.39908306720681, ""low"": 37.651918123643426, ""period"": 21}",61.84572173780691,625.727924669483,0.4757951273921878,47.42857142857143,34,4.422736625993096,2.7199999999999998,0.0,0.04692680501097069,-2.7180348713927405,0.4840167128198008,否,0.0,否
