Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
ETHUSDT,30m,A1,"{""n"": 1.7063085681870582, ""period"": 34}",-1.9269852523673323,0.5042286396124868,否,0.0,否
