Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
SOLUSDT,5m,A3,"{""high"": 60.0, ""low"": 24.0, ""period"": 14}",5.051049165548571,53.38938107798281,0.9003392682819322,45.94594594594595,10,0.9151372705905936,0.8,0.0,0.053595844122808926,-28.61391762384643,0.9078300668429511,否,0.044444444444444446,否
