Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
SOLUSDT,15m,A4,"{""atr_n"": 18, ""k"": 2.1763864891683453}",0.0,0.012961604066196364,否,0.0,否
