Symbol,时间周期,策略,参数JSON,总收益(%),夏普比,最大回撤(%),胜率(%),交易次数
SOLUSDT,5m,A6,"{""lookback"": 46, ""max_depth"": 6, ""n_estimators"": 350}",66.04698134056042,4.658424617723284,4.088491793063421,54.456824512534816,190
SOLUSDT,5m,A6,"{""lookback"": 46, ""max_depth"": 6, ""n_estimators"": 250}",65.388494534227,4.635729181131334,3.421930914165605,54.58392101551481,188
SOLUSDT,5m,A6,"{""lookback"": 38, ""max_depth"": 4, ""n_estimators"": 250}",42.800435655088044,3.134165716790566,3.6419438318773367,50.734312416555404,144
SOLUSDT,5m,A6,"{""lookback"": 38, ""max_depth"": 5, ""n_estimators"": 300}",55.03977522776366,3.9217176429672596,2.955440168566359,52.722443559096945,168
SOLUSDT,5m,A6,"{""lookback"": 28, ""max_depth"": 4, ""n_estimators"": 300}",37.215469043116364,2.8454224709846976,4.137704155562794,50.806451612903224,137
SOLUSDT,5m,A6,"{""lookback"": 34, ""max_depth"": 5, ""n_estimators"": 350}",49.616300930647974,3.567869107440574,2.966371154945968,53.11258278145695,166
SOLUSDT,5m,A6,"{""lookback"": 22, ""max_depth"": 8, ""n_estimators"": 350}",72.35948647359992,5.062376210021416,4.960109179029015,54.1005291005291,224
SOLUSDT,5m,A6,"{""lookback"": 42, ""max_depth"": 7, ""n_estimators"": 200}",71.3479771933233,4.9529163197325685,3.993106992672546,54.18918918918919,207
SOLUSDT,5m,A6,"{""lookback"": 22, ""max_depth"": 7, ""n_estimators"": 350}",64.28891667792603,4.629068621402767,4.208888319721704,53.473132372214934,213
SOLUSDT,5m,A6,"{""lookback"": 34, ""max_depth"": 6, ""n_estimators"": 250}",65.11653377282727,4.588664686007284,2.722537998182717,53.3068783068783,193
SOLUSDT,5m,A6,"{""lookback"": 28, ""max_depth"": 4, ""n_estimators"": 200}",38.58563872352336,2.9472066253555185,3.5209863911966455,51.49456521739131,140
SOLUSDT,5m,A6,"{""lookback"": 24, ""max_depth"": 6, ""n_estimators"": 350}",59.33673986379085,4.297497147799474,4.193133336506005,51.65562913907284,204
SOLUSDT,5m,A6,"{""lookback"": 38, ""max_depth"": 7, ""n_estimators"": 250}",75.5646132735417,5.1994842308564735,3.290520996685664,54.56989247311827,209
SOLUSDT,5m,A6,"{""lookback"": 22, ""max_depth"": 6, ""n_estimators"": 200}",53.336779483956164,3.918946963675001,4.964823769179816,52.14007782101168,200
SOLUSDT,5m,A6,"{""lookback"": 20, ""max_depth"": 8, ""n_estimators"": 250}",71.71759916622624,4.939051654792984,4.23731789505466,54.10691003911343,226
SOLUSDT,5m,A6,"{""lookback"": 26, ""max_depth"": 8, ""n_estimators"": 400}",72.18942985369733,4.975812256399274,3.6611001733314885,54.00788436268068,216
SOLUSDT,5m,A6,"{""lookback"": 44, ""max_depth"": 7, ""n_estimators"": 400}",74.19176163026853,5.122673610323725,3.0649823912966556,55.082417582417584,200
SOLUSDT,5m,A6,"{""lookback"": 30, ""max_depth"": 4, ""n_estimators"": 250}",34.02251668307659,2.577005084129652,3.8726193998508407,50.34293552812071,139
SOLUSDT,5m,A6,"{""lookback"": 24, ""max_depth"": 7, ""n_estimators"": 250}",68.53762953710375,4.844896301042976,4.6307685776873715,53.403141361256544,219
SOLUSDT,5m,A6,"{""lookback"": 50, ""max_depth"": 7, ""n_estimators"": 300}",70.57122730504064,4.876450993528834,4.132447724982047,54.62068965517241,205
SOLUSDT,5m,A6,"{""lookback"": 44, ""max_depth"": 7, ""n_estimators"": 400}",74.19176163026853,5.122673610323725,3.0649823912966556,55.082417582417584,200
SOLUSDT,5m,A6,"{""lookback"": 50, ""max_depth"": 8, ""n_estimators"": 400}",74.74163057598918,5.193826473582532,3.7896048378951663,54.93741307371349,212
SOLUSDT,5m,A6,"{""lookback"": 48, ""max_depth"": 8, ""n_estimators"": 200}",74.99256036490385,5.249451607858708,4.6090552292544,55.1048951048951,210
SOLUSDT,5m,A6,"{""lookback"": 38, ""max_depth"": 8, ""n_estimators"": 200}",76.54276390764035,5.303562571815377,3.3963593632834743,54.75543478260869,214
SOLUSDT,5m,A6,"{""lookback"": 40, ""max_depth"": 8, ""n_estimators"": 200}",75.44018631957114,5.240447072145612,4.418325565929493,55.43175487465181,212
SOLUSDT,5m,A6,"{""lookback"": 38, ""max_depth"": 9, ""n_estimators"": 219}",79.02605897148183,5.4634594072799905,3.3000474105066124,54.78142076502732,219
SOLUSDT,5m,A6,"{""lookback"": 18, ""max_depth"": 9, ""n_estimators"": 243}",71.7960569856131,5.005552261623213,5.351184694364541,53.98936170212766,233
SOLUSDT,5m,A6,"{""lookback"": 43, ""max_depth"": 7, ""n_estimators"": 400}",73.02206971204936,5.013882273849932,3.794298749154623,54.78142076502732,201
SOLUSDT,5m,A6,"{""lookback"": 43, ""max_depth"": 7, ""n_estimators"": 365}",74.03728155868004,5.083759199344518,4.25027608008377,55.00685871056241,200
SOLUSDT,5m,A6,"{""lookback"": 25, ""max_depth"": 8, ""n_estimators"": 341}",71.47181639983606,4.982618334592879,4.491568507419775,53.92809587217043,226
SOLUSDT,5m,A6,"{""lookback"": 48, ""max_depth"": 8, ""n_estimators"": 254}",74.25090337321754,5.190982284399936,4.713658213589367,54.807692307692314,215
SOLUSDT,5m,A6,"{""lookback"": 39, ""max_depth"": 7, ""n_estimators"": 207}",73.99945192359402,5.157694348911712,2.8482389303712052,54.94505494505495,207
