Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
ETHUSDT,30m,A5,"{""lookback"": 30, ""lr"": 0.03225705512060973, ""n_estimators"": 300, ""num_leaves"": 60}",463.9713505068831,4756930.742265579,1.8164108147281466,55.94470046082949,332,4.3350740383922055,26.56,0.0,0.45868317270566406,97.11571040968859,1.8259428901652721,否,0.0,否
