Symbol,时间周期,策略,参数JSON,总收益(%),夏普比,最大回撤(%),胜率(%),交易次数
ETHUSDT,5m,A5,"{""lookback"": 40, ""lr"": 0.07303559752835692, ""n_estimators"": 250, ""num_leaves"": 58}",-49.82928407330552,-0.11125582274092102,67.81672812935047,44.797225186766276,1409
ETHUSDT,5m,A5,"{""lookback"": 22, ""lr"": 0.07165582891480608, ""n_estimators"": 250, ""num_leaves"": 40}",-67.92818930693012,-0.23801935550751127,78.94500455581966,44.26832361146335,1188
ETHUSDT,5m,A5,"{""lookback"": 24, ""lr"": 0.05705965107638018, ""n_estimators"": 150, ""num_leaves"": 36}",-48.16904147919888,-0.10286811416683177,70.53897256602096,43.70842179759377,1675
ETHUSDT,5m,A5,"{""lookback"": 42, ""lr"": 0.055547204799548444, ""n_estimators"": 200, ""num_leaves"": 44}",-49.11996861962328,-0.1065308649071773,68.08502057368581,46.02221938449751,1124
ETHUSDT,5m,A5,"{""lookback"": 30, ""lr"": 0.03724137919119403, ""n_estimators"": 150, ""num_leaves"": 48}",-7.324997775562913,0.06519630505453555,53.06730463913847,50.66126534016442,125
ETHUSDT,5m,A5,"{""lookback"": 42, ""lr"": 0.0465166039011472, ""n_estimators"": 150, ""num_leaves"": 56}",-40.88478987969542,-0.06351488106357371,63.52450329756935,46.79535705273782,1047
ETHUSDT,5m,A5,"{""lookback"": 46, ""lr"": 0.02490481651712935, ""n_estimators"": 300, ""num_leaves"": 54}",-34.51773389364264,-0.03450327438590721,60.93966030578129,47.228855096141764,1071
ETHUSDT,5m,A5,"{""lookback"": 30, ""lr"": 0.06488214637762404, ""n_estimators"": 250, ""num_leaves"": 34}",-38.257516205750264,-0.05052878652208979,60.75850688914495,48.527992277992276,481
ETHUSDT,5m,A5,"{""lookback"": 38, ""lr"": 0.023244672466651038, ""n_estimators"": 250, ""num_leaves"": 54}",-28.937711455865834,-0.011789773593490122,63.40927196109914,46.05532088840442,1539
ETHUSDT,5m,A5,"{""lookback"": 42, ""lr"": 0.046099877219048374, ""n_estimators"": 200, ""num_leaves"": 42}",-36.04904685404888,-0.040648133044858765,60.12493662640968,48.169462470919555,705
ETHUSDT,5m,A5,"{""lookback"": 48, ""lr"": 0.036099485222632254, ""n_estimators"": 150, ""num_leaves"": 32}",-18.22477453201825,0.02949955620324908,52.34860320861101,49.99402128422815,214
ETHUSDT,5m,A5,"{""lookback"": 30, ""lr"": 0.026289837022788115, ""n_estimators"": 250, ""num_leaves"": 56}",-24.76683571972741,0.005847427909438891,53.44851383029905,49.53753753753753,382
ETHUSDT,5m,A5,"{""lookback"": 26, ""lr"": 0.056546248945299166, ""n_estimators"": 250, ""num_leaves"": 40}",-45.74328448160539,-0.08826858032697317,67.55809465765678,46.16572310859496,1050
ETHUSDT,5m,A5,"{""lookback"": 46, ""lr"": 0.025331110883950247, ""n_estimators"": 200, ""num_leaves"": 34}",-17.444841353445707,0.03114761630986098,63.158742178952934,46.627068307170134,1462
ETHUSDT,5m,A5,"{""lookback"": 50, ""lr"": 0.02102580139686467, ""n_estimators"": 300, ""num_leaves"": 38}",-37.379328940149726,-0.046748414546073605,60.46661545372518,48.22660098522167,780
ETHUSDT,5m,A5,"{""lookback"": 30, ""lr"": 0.03225705512060973, ""n_estimators"": 300, ""num_leaves"": 60}",-33.97045538865026,-0.03138822012533779,58.519835315788235,48.6404833836858,611
ETHUSDT,5m,A5,"{""lookback"": 34, ""lr"": 0.0690196858528019, ""n_estimators"": 250, ""num_leaves"": 60}",-61.82253386437202,-0.18891267684745264,75.74170697534406,44.44302503832397,1248
ETHUSDT,5m,A5,"{""lookback"": 50, ""lr"": 0.041040997596399974, ""n_estimators"": 150, ""num_leaves"": 42}",-29.20977735007151,-0.012975978395462098,64.1671296303361,46.32125807357484,1462
ETHUSDT,5m,A5,"{""lookback"": 32, ""lr"": 0.02768461375558231, ""n_estimators"": 300, ""num_leaves"": 38}",-31.990997753282457,-0.02297934319494699,56.08233548536461,48.9214735821619,483
ETHUSDT,5m,A5,"{""lookback"": 26, ""lr"": 0.07855999386433501, ""n_estimators"": 250, ""num_leaves"": 46}",-38.62367221876119,-0.05245641898688787,61.97526605268915,47.81230956733699,659
ETHUSDT,5m,A5,"{""lookback"": 36, ""lr"": 0.03509739340820094, ""n_estimators"": 150, ""num_leaves"": 50}",-42.544894304867,-0.07225644076824213,65.83470636598354,46.13472858077174,1331
ETHUSDT,5m,A5,"{""lookback"": 46, ""lr"": 0.039246273003359616, ""n_estimators"": 150, ""num_leaves"": 50}",-34.65504034474346,-0.03451714660005825,59.05458710231084,48.40399610136452,699
ETHUSDT,5m,A5,"{""lookback"": 20, ""lr"": 0.0335212281237327, ""n_estimators"": 200, ""num_leaves"": 50}",-33.7957526028026,-0.03059214029259674,59.84397665658001,48.837766594775935,436
ETHUSDT,5m,A5,"{""lookback"": 34, ""lr"": 0.03940447181687282, ""n_estimators"": 150, ""num_leaves"": 32}",-52.90762352761905,-0.12839514104414693,69.39117404496407,46.520650813516895,1035
ETHUSDT,5m,A5,"{""lookback"": 26, ""lr"": 0.04916450993639945, ""n_estimators"": 200, ""num_leaves"": 48}",-31.29399464016934,-0.020071410249166928,56.858655862455706,48.64799613713182,491
ETHUSDT,5m,A5,"{""lookback"": 40, ""lr"": 0.043912500617821704, ""n_estimators"": 144, ""num_leaves"": 50}",-48.79579599976702,-0.10544433843058379,68.06517616014818,45.136757838559035,1368
