Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,30m,A4,"{""atr_n"": 28, ""k"": 2.5165677995304523}",-19.53204440694771,0.0,否,0.0,否
