Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,4h,A3,"{""high"": 62.0, ""low"": 33.0, ""period"": 14}",13.324129696103014,663.598131535253,1.8694045548783622,45.45454545454545,11,1.6947398142497572,0.8799999999999999,0.0,0.00639566456349011,-68.37055406853503,1.8857406029590325,否,0.1111111111111111,否
