Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,2h,A1,"{""n"": 1.2128422541454935, ""period"": 18}",-73.83437679132732,1.433419346644603,否,0.06666666666666667,否
