Symbol,时间周期,策略,参数JSON,总收益(%),夏普比,最大回撤(%),胜率(%),交易次数
BTCUSDT,5m,A4,"{""atr_n"": 18, ""k"": 2.1763864891683453}",-31.228653624580105,-1.493188061388605,31.347892485494956,10.359408033826638,229
BTCUSDT,5m,A4,"{""atr_n"": 18, ""k"": 1.5605056257486098}",-65.42334011904468,-2.6057657193262447,65.52184241230344,10.882352941176471,649
BTCUSDT,5m,A4,"{""atr_n"": 12, ""k"": 1.3763553447420334}",-77.24313134208978,-3.2265960319230924,77.30796130999038,10.366168127900979,924
BTCUSDT,5m,A4,"{""atr_n"": 14, ""k"": 1.684533204314375}",-59.05431715881593,-2.467779157497526,59.12531062976982,9.332113449222323,528
BTCUSDT,5m,A4,"{""atr_n"": 12, ""k"": 1.803484505593778}",-50.47426039310704,-2.13015695923445,50.56013035331479,9.886363636363637,424
BTCUSDT,5m,A4,"{""atr_n"": 14, ""k"": 2.1056728323177465}",-33.89253011406774,-1.587325209159993,34.00715022582374,9.885931558935361,254
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.0388943136898097}",-36.309064137779416,-1.6514299505573824,36.41949435389521,11.32404181184669,277
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 1.277144235971459}",-82.56443820650189,-3.4548739153409738,82.61410878853113,11.106271777003485,1087
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 2.0679580844092325}",-34.66351156874327,-1.587258001337715,34.7767949180933,11.690647482014388,267
BTCUSDT,5m,A4,"{""atr_n"": 16, ""k"": 1.5900388712825693}",-65.21561727942574,-2.6257549561329467,65.31471133533987,10.427606901725431,639
BTCUSDT,5m,A4,"{""atr_n"": 12, ""k"": 1.2416441230281838}",-84.68436667983057,-3.7061479219072737,84.7279979909503,10.69258809234508,1168
BTCUSDT,5m,A4,"{""atr_n"": 18, ""k"": 2.1373054003966696}",-32.3187325198362,-1.5231100131340638,32.43608135281604,10.821643286573146,241
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 1.539793125636126}",-67.15197278342589,-2.675545907501808,67.24555053272263,10.92436974789916,682
BTCUSDT,5m,A4,"{""atr_n"": 16, ""k"": 1.2809075085529313}",-83.25696586590479,-3.5581694897025655,83.30466356903736,10.683760683760683,1109
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 1.4789527649635164}",-70.78573777252029,-2.8120060606795545,70.86896362010584,11.25703564727955,762
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.2502971309789768}",-30.451171278242008,-1.4849811706479996,30.57175817310187,10.538116591928251,216
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 2.2587211259695583}",-29.208474369618653,-1.4167150971432025,29.331215908405916,10.2803738317757,208
BTCUSDT,5m,A4,"{""atr_n"": 14, ""k"": 1.5899388376357315}",-65.68288642946094,-2.705420092849735,65.74238698816309,9.363295880149813,643
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 1.4942562586570394}",-70.32715803234157,-2.8126607209493186,70.41169028593062,10.465116279069768,740
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 1.7367883139843783}",-52.6280671320156,-2.1186046242797376,52.763020711674876,11.145194274028631,467
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.3908404619603214}",-26.046203129304136,-1.308876924823258,26.17442755653945,10.991957104557642,181
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.394861354928215}",-26.046203129304136,-1.308876924823258,26.17442755653945,10.991957104557642,181
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.382852583761418}",-26.516587238728306,-1.3256053219502242,26.643996092787347,10.875331564986737,183
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 1.9500991998918868}",-39.94153437266705,-1.7383515181864564,40.045666448118986,11.19751166407465,309
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.3980864631182004}",-26.046203129304136,-1.308876924823258,26.17442755653945,10.991957104557642,181
BTCUSDT,5m,A4,"{""atr_n"": 18, ""k"": 2.0058097829956054}",-37.74015039770268,-1.6882859464398665,37.84809933194022,11.056105610561056,291
BTCUSDT,5m,A4,"{""atr_n"": 13, ""k"": 2.057747594028267}",-36.946837777697105,-1.6905352003510188,37.056162193121864,9.457092819614711,276
BTCUSDT,5m,A4,"{""atr_n"": 18, ""k"": 2.2528678874953947}",-28.813012021213456,-1.393572654013467,28.936439230449885,10.465116279069768,208
BTCUSDT,5m,A4,"{""atr_n"": 23, ""k"": 2.037481964718368}",-35.874829242353016,-1.6239577815492021,35.986012354508055,11.558669001751314,275
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 2.5233280162024223}",-22.515393381798752,-1.160411897613026,22.649739686161517,11.258278145695364,147
BTCUSDT,5m,A4,"{""atr_n"": 26, ""k"": 2.610872607022916}",-20.993217536796728,-1.1035774341857234,20.993217536796728,10.948905109489052,133
BTCUSDT,5m,A4,"{""atr_n"": 22, ""k"": 2.4960839754755213}",-23.81566524056382,-1.2162783425398174,23.947757074954858,11.178247734138973,161
BTCUSDT,5m,A4,"{""atr_n"": 14, ""k"": 2.2299079229361802}",-30.099636833681267,-1.4665369365862078,30.220833234810108,9.534368070953436,218
BTCUSDT,5m,A4,"{""atr_n"": 20, ""k"": 1.7706568897200383}",-50.34246268864708,-2.044033306285146,50.42856116565695,10.753880266075388,432
BTCUSDT,5m,A4,"{""atr_n"": 14, ""k"": 2.069126074162994}",-35.91566459979444,-1.66865855394092,36.02677690976568,9.75177304964539,273
