symbol,tf,rows,last_ts,stale_min,gaps,status
AXLUSDT,1d,366,1755302400000,217.7,0,STALE
AXSUSDT,5m,105320,1755315300000,2.7,0,OK
AXSUSDT,15m,35107,1755315000000,7.7,0,OK
AXSUSDT,30m,17554,1755315000000,7.7,0,OK
AXSUSDT,1h,8775,1755313200000,37.7,0,STALE
AXSUSDT,2h,4387,1755309600000,97.7,0,STALE
AXSUSDT,4h,2193,1755302400000,217.7,0,STALE
AXSUSDT,1d,366,1755302400000,217.7,0,STALE
B2USDT,5m,29964,1755315300000,2.8,0,OK
B2USDT,15m,9989,1755315000000,7.8,0,OK
B2USDT,30m,4995,1755315000000,7.8,1,GAPS
B2USDT,1h,2499,1755313200000,37.8,1,STALE
B2USDT,2h,1251,1755309600000,97.8,1,STALE
B2USDT,4h,626,1755302400000,217.8,1,STALE
B2USDT,1d,103,1755302400000,217.8,0,STALE
B3USDT,5m,53605,1755315300000,2.8,0,OK
B3USDT,15m,17870,1755315000000,7.8,0,OK
B3USDT,30m,8936,1755315000000,7.8,1,GAPS
B3USDT,1h,4469,1755313200000,37.8,1,STALE
B3USDT,2h,2236,1755309600000,97.8,1,STALE
B3USDT,4h,1119,1755302400000,217.8,1,STALE
B3USDT,1d,185,1755302400000,217.8,0,STALE
BABYUSDT,5m,38893,1755315300000,2.8,0,OK
BABYUSDT,15m,12966,1755315000000,7.8,0,OK
BABYUSDT,30m,6484,1755315000000,7.8,1,GAPS
BABYUSDT,1h,3243,1755313200000,37.8,1,STALE
BABYUSDT,2h,1623,1755309600000,97.8,1,STALE
BABYUSDT,4h,812,1755302400000,217.8,1,STALE
BABYUSDT,1d,134,1755302400000,217.8,0,STALE
BAKEUSDT,5m,105321,1755315300000,2.8,0,OK
BAKEUSDT,15m,35108,1755315000000,7.8,0,OK
BAKEUSDT,30m,17554,1755315000000,7.8,0,OK
BAKEUSDT,1h,8775,1755313200000,37.8,0,STALE
BAKEUSDT,2h,4387,1755309600000,97.8,0,STALE
BAKEUSDT,4h,2193,1755302400000,217.8,0,STALE
BAKEUSDT,1d,366,1755302400000,217.8,0,STALE
BANANAS31USDT,5m,42976,1755315300000,2.8,0,OK
BANANAS31USDT,15m,14327,1755315000000,7.8,0,OK
BANANAS31USDT,30m,7165,1755315000000,7.8,1,GAPS
BANANAS31USDT,1h,3583,1755313200000,37.8,1,STALE
BANANAS31USDT,2h,1793,1755309600000,97.8,1,STALE
BANANAS31USDT,4h,897,1755302400000,217.8,1,STALE
BANANAS31USDT,1d,148,1755302400000,217.8,0,STALE
BANANAUSDT,5m,105321,1755315300000,2.8,0,OK
BANANAUSDT,15m,35108,1755315000000,7.8,0,OK
BANANAUSDT,30m,17554,1755315000000,7.8,0,OK
BANANAUSDT,1h,8775,1755313200000,37.8,0,STALE
BANANAUSDT,2h,4387,1755309600000,97.8,0,STALE
BANANAUSDT,4h,2193,1755302400000,217.8,0,STALE
BANANAUSDT,1d,366,1755302400000,217.8,0,STALE
BANDUSDT,5m,105321,1755315300000,2.8,0,OK
BANDUSDT,15m,35108,1755315000000,7.9,0,OK
BANDUSDT,30m,17554,1755315000000,7.9,0,OK
BANDUSDT,1h,8775,1755313200000,37.9,0,STALE
BANDUSDT,2h,4387,1755309600000,97.9,0,STALE
BANDUSDT,4h,2193,1755302400000,217.9,0,STALE
BANDUSDT,1d,366,1755302400000,217.9,0,STALE
BANKUSDT,5m,35089,1755315300000,2.9,0,OK
BANKUSDT,15m,11698,1755315000000,7.9,0,OK
BANKUSDT,30m,5850,1755315000000,7.9,1,GAPS
BANKUSDT,1h,2926,1755313200000,37.9,1,STALE
BANKUSDT,2h,1464,1755309600000,97.9,1,STALE
BANKUSDT,4h,733,1755302400000,217.9,1,STALE
BANKUSDT,1d,121,1755302400000,217.9,0,STALE
BANUSDT,5m,78661,1755315300000,2.9,0,OK
BANUSDT,15m,26222,1755315000000,7.9,0,OK
BANUSDT,30m,13112,1755315000000,7.9,1,GAPS
BANUSDT,1h,6557,1755313200000,37.9,1,STALE
BANUSDT,2h,3280,1755309600000,97.9,1,STALE
BANUSDT,4h,1625,1755302400000,217.9,0,STALE
BANUSDT,1d,272,1755302400000,217.9,0,STALE
BATUSDT,5m,105321,1755315300000,2.9,0,OK
BATUSDT,15m,35108,1755315000000,7.9,0,OK
BATUSDT,30m,17554,1755315000000,7.9,0,OK
BATUSDT,1h,8775,1755313200000,37.9,0,STALE
BATUSDT,2h,4387,1755309600000,97.9,0,STALE
BATUSDT,4h,2193,1755302400000,217.9,0,STALE
BATUSDT,1d,366,1755302400000,217.9,0,STALE
BBUSDT,5m,105321,1755315300000,2.9,0,OK
BBUSDT,15m,35108,1755315000000,7.9,0,OK
BBUSDT,30m,17554,1755315000000,7.9,0,OK
BBUSDT,1h,8775,1755313200000,37.9,0,STALE
BBUSDT,2h,4387,1755309600000,97.9,0,STALE
BBUSDT,4h,2193,1755302400000,217.9,0,STALE
BBUSDT,1d,366,1755302400000,217.9,0,STALE
BCHUSDT,5m,105321,1755315300000,2.9,0,OK
BCHUSDT,15m,35108,1755315000000,7.9,0,OK
BCHUSDT,30m,17554,1755315000000,7.9,0,OK
BCHUSDT,1h,8775,1755313200000,37.9,0,STALE
BCHUSDT,2h,4387,1755309600000,97.9,0,STALE
BCHUSDT,4h,2193,1755302400000,217.9,0,STALE
BCHUSDT,1d,366,1755302400000,217.9,0,STALE
BDXNUSDT,5m,21938,1755315300000,3.0,0,OK
BDXNUSDT,15m,7314,1755315000000,8.0,0,OK
BDXNUSDT,30m,3658,1755315000000,8.0,1,GAPS
BDXNUSDT,1h,1830,1755313200000,38.0,1,STALE
BDXNUSDT,2h,916,1755309600000,98.0,1,STALE
BDXNUSDT,4h,459,1755302400000,218.0,1,STALE
BDXNUSDT,1d,75,1755302400000,218.0,0,STALE
BEAMXUSDT,5m,105322,1755315300000,3.0,0,OK
BEAMXUSDT,15m,35108,1755315000000,8.0,0,OK
BEAMXUSDT,30m,17554,1755315000000,8.0,0,OK
BEAMXUSDT,1h,8775,1755313200000,38.0,0,STALE
BEAMXUSDT,2h,4387,1755309600000,98.0,0,STALE
BEAMXUSDT,4h,2193,1755302400000,218.0,0,STALE
BEAMXUSDT,1d,366,1755302400000,218.0,0,STALE
BELUSDT,5m,105322,1755315300000,3.0,0,OK
BELUSDT,15m,35108,1755315000000,8.0,0,OK
BELUSDT,30m,17554,1755315000000,8.0,0,OK
BELUSDT,1h,8775,1755313200000,38.0,0,STALE
BELUSDT,2h,4387,1755309600000,98.0,0,STALE
BELUSDT,4h,2193,1755302400000,218.0,0,STALE
BELUSDT,1d,366,1755302400000,218.0,0,STALE
BERAUSDT,5m,55580,1755315300000,3.0,0,OK
BERAUSDT,15m,18528,1755315000000,8.0,0,OK
BERAUSDT,30m,9265,1755315000000,8.0,1,GAPS
BERAUSDT,1h,4633,1755313200000,38.0,1,STALE
BERAUSDT,2h,2318,1755309600000,98.0,1,STALE
BERAUSDT,4h,1160,1755302400000,218.0,1,STALE
BERAUSDT,1d,192,1755302400000,218.0,0,STALE
BICOUSDT,5m,105322,1755315300000,3.0,0,OK
BICOUSDT,15m,35108,1755315000000,8.0,0,OK
BICOUSDT,30m,17554,1755315000000,8.0,0,OK
BICOUSDT,1h,8775,1755313200000,38.0,0,STALE
BICOUSDT,2h,4387,1755309600000,98.0,0,STALE
BICOUSDT,4h,2193,1755302400000,218.0,0,STALE
BICOUSDT,1d,366,1755302400000,218.0,0,STALE
BIDUSDT,5m,43550,1755315300000,3.0,0,OK
BIDUSDT,15m,14518,1755315000000,8.1,0,OK
BIDUSDT,30m,7260,1755315000000,8.1,1,GAPS
BIDUSDT,1h,3631,1755313200000,38.1,1,STALE
BIDUSDT,2h,1817,1755309600000,98.1,1,STALE
BIDUSDT,4h,909,1755302400000,218.1,1,STALE
BIDUSDT,1d,150,1755302400000,218.1,0,STALE
BIGTIMEUSDT,5m,105322,1755315300000,3.1,0,OK
BIGTIMEUSDT,15m,35107,1755315000000,8.1,0,OK
BIGTIMEUSDT,30m,17554,1755315000000,8.1,0,OK
BIGTIMEUSDT,1h,8775,1755313200000,38.1,0,STALE
BIGTIMEUSDT,2h,4387,1755309600000,98.1,0,STALE
BIGTIMEUSDT,4h,2193,1755302400000,218.1,0,STALE
BIGTIMEUSDT,1d,366,1755302400000,218.1,0,STALE
BIOUSDT,5m,65405,1755315300000,3.1,0,OK
BIOUSDT,15m,21803,1755315000000,8.1,0,OK
BIOUSDT,30m,10903,1755315000000,8.1,1,GAPS
BIOUSDT,1h,5452,1755313200000,38.1,1,STALE
BIOUSDT,2h,2727,1755309600000,98.1,1,STALE
BIOUSDT,4h,1348,1755302400000,218.1,0,STALE
BIOUSDT,1d,226,1755302400000,218.1,0,STALE
BLURUSDT,5m,105322,1755315300000,3.1,0,OK
BLURUSDT,15m,35107,1755315000000,8.1,0,OK
BLURUSDT,30m,17554,1755315000000,8.1,0,OK
BLURUSDT,1h,8775,1755313200000,38.1,0,STALE
BLURUSDT,2h,4387,1755309600000,98.1,0,STALE
BLURUSDT,4h,2193,1755302400000,218.1,0,STALE
BLURUSDT,1d,366,1755302400000,218.1,0,STALE
BMTUSDT,5m,44366,1755315300000,3.1,0,OK
BMTUSDT,15m,14790,1755315000000,8.1,0,OK
BMTUSDT,30m,7396,1755315000000,8.1,1,GAPS
BMTUSDT,1h,3699,1755313200000,38.1,1,STALE
BMTUSDT,2h,1851,1755309600000,98.1,1,STALE
BMTUSDT,4h,926,1755302400000,218.1,1,STALE
BMTUSDT,1d,153,1755302400000,218.1,0,STALE
BNBUSDT,5m,105322,1755315300000,3.1,0,OK
BNBUSDT,15m,35107,1755315000000,8.1,0,OK
BNBUSDT,30m,17554,1755315000000,8.1,0,OK
BNBUSDT,1h,8775,1755313200000,38.1,0,STALE
BNBUSDT,2h,4387,1755309600000,98.1,0,STALE
BNBUSDT,4h,2193,1755302400000,218.1,0,STALE
BNBUSDT,1d,366,1755302400000,218.1,0,STALE
BNTUSDT,5m,105320,1755315300000,3.1,0,OK
BNTUSDT,15m,35107,1755315000000,8.2,0,OK
BNTUSDT,30m,17554,1755315000000,8.2,0,OK
BNTUSDT,1h,8775,1755313200000,38.2,0,STALE
BNTUSDT,2h,4387,1755309600000,98.2,0,STALE
BNTUSDT,4h,2193,1755302400000,218.2,0,STALE
BNTUSDT,1d,366,1755302400000,218.2,0,STALE
BOMEUSDT,5m,105320,1755315300000,3.2,0,OK
BOMEUSDT,15m,35107,1755315000000,8.2,0,OK
BOMEUSDT,30m,17554,1755315000000,8.2,0,OK
BOMEUSDT,1h,8775,1755313200000,38.2,0,STALE
BOMEUSDT,2h,4387,1755309600000,98.2,0,STALE
BOMEUSDT,4h,2193,1755302400000,218.2,0,STALE
BOMEUSDT,1d,366,1755302400000,218.2,0,STALE
BRETTUSDT,5m,104594,1755315300000,3.2,0,OK
BRETTUSDT,15m,34636,1755315000000,8.2,0,OK
BRETTUSDT,30m,17319,1755315000000,8.2,0,OK
BRETTUSDT,1h,8658,1755313200000,38.2,0,STALE
BRETTUSDT,2h,4329,1755309600000,98.2,0,STALE
BRETTUSDT,4h,2165,1755302400000,218.2,0,STALE
BRETTUSDT,1d,362,1755302400000,218.2,0,STALE
BROCCOLI714USDT,5m,43269,1755315300000,3.2,0,OK
BROCCOLI714USDT,15m,14424,1755315000000,8.2,0,OK
BROCCOLI714USDT,30m,7213,1755315000000,8.2,1,GAPS
BROCCOLI714USDT,1h,3607,1755313200000,38.2,1,STALE
BROCCOLI714USDT,2h,1805,1755309600000,98.2,1,STALE
BROCCOLI714USDT,4h,903,1755302400000,218.2,1,STALE
BROCCOLI714USDT,1d,149,1755302400000,218.2,0,STALE
BROCCOLIF3BUSDT,5m,43266,1755315300000,3.2,0,OK
BROCCOLIF3BUSDT,15m,14423,1755315000000,8.2,0,OK
BROCCOLIF3BUSDT,30m,7213,1755315000000,8.2,1,GAPS
BROCCOLIF3BUSDT,1h,3607,1755313200000,38.2,1,STALE
BROCCOLIF3BUSDT,2h,1805,1755309600000,98.2,1,STALE
BROCCOLIF3BUSDT,4h,903,1755302400000,218.2,1,STALE
BROCCOLIF3BUSDT,1d,149,1755302400000,218.2,0,STALE
BRUSDT,5m,43224,1755315300000,3.2,0,OK
BRUSDT,15m,14409,1755315000000,8.2,0,OK
BRUSDT,30m,7206,1755315000000,8.2,1,GAPS
BRUSDT,1h,3604,1755313200000,38.2,1,STALE
BRUSDT,2h,1803,1755309600000,98.2,1,STALE
BRUSDT,4h,902,1755302400000,218.2,1,STALE
BRUSDT,1d,149,1755302400000,218.2,0,STALE
BSVUSDT,5m,105321,1755315300000,3.2,0,OK
BSVUSDT,15m,35107,1755315000000,8.3,0,OK
BSVUSDT,30m,17554,1755315000000,8.3,0,OK
BSVUSDT,1h,8775,1755313200000,38.3,0,STALE
BSVUSDT,2h,4387,1755309600000,98.3,0,STALE
BSVUSDT,4h,2193,1755302400000,218.3,0,STALE
BSVUSDT,1d,366,1755302400000,218.3,0,STALE
BSWUSDT,5m,100041,1755315300000,3.3,0,OK
BSWUSDT,15m,33348,1755315000000,8.3,0,OK
BSWUSDT,30m,16560,1755315000000,8.3,0,OK
BSWUSDT,1h,8278,1755313200000,38.3,0,STALE
BSWUSDT,2h,4139,1755309600000,98.3,0,STALE
BSWUSDT,4h,2070,1755302400000,218.3,0,STALE
BSWUSDT,1d,346,1755302400000,218.3,0,STALE
BTCDOMUSDT,5m,105321,1755315300000,3.3,0,OK
BTCDOMUSDT,15m,35107,1755315000000,8.3,0,OK
BTCDOMUSDT,30m,17554,1755315000000,8.3,0,OK
BTCDOMUSDT,1h,8775,1755313200000,38.3,0,STALE
BTCDOMUSDT,2h,4387,1755309600000,98.3,0,STALE
BTCDOMUSDT,4h,2193,1755302400000,218.3,0,STALE
BTCDOMUSDT,1d,366,1755302400000,218.3,0,STALE
BTCUSDT,5m,105319,1755315300000,3.3,0,OK
BTCUSDT,15m,35106,1755315000000,8.3,0,OK
BTCUSDT,30m,17553,1755315000000,8.3,0,OK
BTCUSDT,1h,8775,1755313200000,38.3,0,STALE
BTCUSDT,2h,4387,1755309600000,98.3,0,STALE
BTCUSDT,4h,2193,1755302400000,218.3,0,STALE
BTCUSDT,1d,366,1755302400000,218.3,0,STALE
BULLAUSDT,5m,13029,1755315300000,3.3,0,OK
BULLAUSDT,15m,4345,1755315000000,8.3,0,OK
BULLAUSDT,30m,2173,1755315000000,8.3,1,GAPS
BULLAUSDT,1h,1087,1755313200000,38.3,1,STALE
BULLAUSDT,2h,545,1755309600000,98.3,1,STALE
BULLAUSDT,4h,273,1755302400000,218.3,1,STALE
BULLAUSDT,1d,44,1755302400000,218.3,0,STALE
BUSDT,5m,25324,1755315300000,3.3,0,OK
BUSDT,15m,8443,1755315000000,8.3,0,OK
BUSDT,30m,4222,1755315000000,8.3,1,GAPS
BUSDT,1h,2112,1755313200000,38.3,1,STALE
BUSDT,2h,1057,1755309600000,98.3,1,STALE
BUSDT,4h,529,1755302400000,218.3,1,STALE
BUSDT,1d,87,1755302400000,218.3,0,STALE
C98USDT,5m,105322,1755315300000,3.3,0,OK
C98USDT,15m,35107,1755315000000,8.4,0,OK
C98USDT,30m,17554,1755315000000,8.4,0,OK
C98USDT,1h,8775,1755313200000,38.4,0,STALE
C98USDT,2h,4387,1755309600000,98.4,0,STALE
C98USDT,4h,2193,1755302400000,218.4,0,STALE
C98USDT,1d,366,1755302400000,218.4,0,STALE
CAKEUSDT,5m,105322,1755315300000,3.4,0,OK
CAKEUSDT,15m,35107,1755315000000,8.4,0,OK
CAKEUSDT,30m,17554,1755315000000,8.4,0,OK
CAKEUSDT,1h,8775,1755313200000,38.4,0,STALE
CAKEUSDT,2h,4387,1755309600000,98.4,0,STALE
CAKEUSDT,4h,2193,1755302400000,218.4,0,STALE
CAKEUSDT,1d,366,1755302400000,218.4,0,STALE
CARVUSDT,5m,3145,1755315300000,3.4,0,OK
CARVUSDT,15m,1050,1755315000000,8.4,0,OK
CARVUSDT,30m,526,1755315000000,8.4,1,GAPS
CARVUSDT,1h,264,1755313200000,38.4,1,STALE
CARVUSDT,2h,133,1755309600000,98.4,1,STALE
CARVUSDT,4h,67,1755302400000,218.4,1,STALE
CARVUSDT,1d,10,1755302400000,218.4,0,STALE
CATIUSDT,5m,95656,1755315300000,3.4,0,OK
CATIUSDT,15m,31887,1755315000000,8.4,0,OK
CATIUSDT,30m,15944,1755315000000,8.4,1,GAPS
CATIUSDT,1h,7913,1755313200000,38.4,0,STALE
CATIUSDT,2h,3957,1755309600000,98.4,0,STALE
CATIUSDT,4h,1979,1755302400000,218.4,0,STALE
CATIUSDT,1d,331,1755302400000,218.4,0,STALE
CELOUSDT,5m,105322,1755315300000,3.4,0,OK
CELOUSDT,15m,35107,1755315000000,8.4,0,OK
CELOUSDT,30m,17554,1755315000000,8.4,0,OK
CELOUSDT,1h,8775,1755313200000,38.4,0,STALE
CELOUSDT,2h,4387,1755309600000,98.4,0,STALE
CELOUSDT,4h,2193,1755302400000,218.4,0,STALE
CELOUSDT,1d,366,1755302400000,218.4,0,STALE
CELRUSDT,5m,105322,1755315300000,3.4,0,OK
CELRUSDT,15m,35107,1755315000000,8.4,0,OK
CELRUSDT,30m,17554,1755315000000,8.4,0,OK
CELRUSDT,1h,8775,1755313200000,38.4,0,STALE
CELRUSDT,2h,4387,1755309600000,98.4,0,STALE
CELRUSDT,4h,2193,1755302400000,218.4,0,STALE
CELRUSDT,1d,366,1755302400000,218.4,0,STALE
CETUSUSDT,5m,82090,1755315300000,3.5,0,OK
CETUSUSDT,15m,27365,1755315000000,8.5,0,OK
CETUSUSDT,30m,13683,1755315000000,8.5,1,GAPS
CETUSUSDT,1h,6842,1755313200000,38.5,1,STALE
CETUSUSDT,2h,3391,1755309600000,98.5,0,STALE
CETUSUSDT,4h,1696,1755302400000,218.5,0,STALE
CETUSUSDT,1d,284,1755302400000,218.5,0,STALE
CFXUSDT,5m,105322,1755315300000,3.5,0,OK
CFXUSDT,15m,35107,1755315000000,8.5,0,OK
CFXUSDT,30m,17554,1755315000000,8.5,0,OK
CFXUSDT,1h,8775,1755313200000,38.5,0,STALE
CFXUSDT,2h,4387,1755309600000,98.5,0,STALE
CFXUSDT,4h,2193,1755302400000,218.5,0,STALE
CFXUSDT,1d,366,1755302400000,218.5,0,STALE
CGPTUSDT,5m,69355,1755315300000,3.5,0,OK
CGPTUSDT,15m,23120,1755315000000,8.5,0,OK
CGPTUSDT,30m,11561,1755315000000,8.5,1,GAPS
CGPTUSDT,1h,5781,1755313200000,38.5,1,STALE
CGPTUSDT,2h,2892,1755309600000,98.5,1,STALE
CGPTUSDT,4h,1431,1755302400000,218.5,0,STALE
CGPTUSDT,1d,240,1755302400000,218.5,0,STALE
CHESSUSDT,5m,102041,1755315300000,3.5,0,OK
CHESSUSDT,15m,34015,1755315000000,8.5,0,OK
CHESSUSDT,30m,16893,1755315000000,8.5,0,OK
CHESSUSDT,1h,8445,1755313200000,38.5,0,STALE
CHESSUSDT,2h,4223,1755309600000,98.5,0,STALE
CHESSUSDT,4h,2112,1755302400000,218.5,0,STALE
CHESSUSDT,1d,353,1755302400000,218.5,0,STALE
CHILLGUYUSDT,5m,76034,1755315300000,3.5,0,OK
CHILLGUYUSDT,15m,25346,1755315000000,8.5,0,OK
CHILLGUYUSDT,30m,12674,1755315000000,8.5,1,GAPS
CHILLGUYUSDT,1h,6338,1755313200000,38.5,1,STALE
CHILLGUYUSDT,2h,3170,1755309600000,98.5,1,STALE
CHILLGUYUSDT,4h,1570,1755302400000,218.5,0,STALE
CHILLGUYUSDT,1d,263,1755302400000,218.5,0,STALE
CHRUSDT,5m,105323,1755315300000,3.5,0,OK
CHRUSDT,15m,35107,1755315000000,8.5,0,OK
CHRUSDT,30m,17554,1755315000000,8.5,0,OK
CHRUSDT,1h,8775,1755313200000,38.5,0,STALE
CHRUSDT,2h,4387,1755309600000,98.5,0,STALE
CHRUSDT,4h,2193,1755302400000,218.5,0,STALE
CHRUSDT,1d,366,1755302400000,218.5,0,STALE
CHZUSDT,5m,105323,1755315300000,3.5,0,OK
CHZUSDT,15m,35107,1755315000000,8.6,0,OK
CHZUSDT,30m,17554,1755315000000,8.6,0,OK
CHZUSDT,1h,8775,1755313200000,38.6,0,STALE
CHZUSDT,2h,4387,1755309600000,98.6,0,STALE
CHZUSDT,4h,2193,1755302400000,218.6,0,STALE
CHZUSDT,1d,366,1755302400000,218.6,0,STALE
CKBUSDT,5m,105322,1755315300000,3.6,0,OK
CKBUSDT,15m,35107,1755315000000,8.6,0,OK
CKBUSDT,30m,17554,1755315000000,8.6,0,OK
CKBUSDT,1h,8775,1755313200000,38.6,0,STALE
CKBUSDT,2h,4387,1755309600000,98.6,0,STALE
CKBUSDT,4h,2193,1755302400000,218.6,0,STALE
CKBUSDT,1d,366,1755302400000,218.6,0,STALE
COMPUSDT,5m,105322,1755315300000,3.6,0,OK
COMPUSDT,15m,35107,1755315000000,8.6,0,OK
COMPUSDT,30m,17554,1755315000000,8.6,0,OK
COMPUSDT,1h,8775,1755313200000,38.6,0,STALE
COMPUSDT,2h,4387,1755309600000,98.6,0,STALE
COMPUSDT,4h,2193,1755302400000,218.6,0,STALE
COMPUSDT,1d,366,1755302400000,218.6,0,STALE
COOKIEUSDT,5m,64265,1755315300000,3.6,0,OK
COOKIEUSDT,15m,21423,1755315000000,8.6,0,OK
COOKIEUSDT,30m,10712,1755315000000,8.6,1,GAPS
COOKIEUSDT,1h,5357,1755313200000,38.6,1,STALE
COOKIEUSDT,2h,2680,1755309600000,98.6,1,STALE
COOKIEUSDT,4h,1325,1755302400000,218.6,0,STALE
COOKIEUSDT,1d,222,1755302400000,218.6,0,STALE
COSUSDT,5m,92759,1755315300000,3.6,0,OK
COSUSDT,15m,30921,1755315000000,8.6,0,OK
COSUSDT,30m,15461,1755315000000,8.6,1,GAPS
COSUSDT,1h,7731,1755313200000,38.6,1,STALE
COSUSDT,2h,3836,1755309600000,98.6,0,STALE
COSUSDT,4h,1918,1755302400000,218.6,0,STALE
COSUSDT,1d,321,1755302400000,218.6,0,STALE
COTIUSDT,5m,105322,1755315300000,3.6,0,OK
COTIUSDT,15m,35107,1755315000000,8.6,0,OK
COTIUSDT,30m,17554,1755315000000,8.6,0,OK
COTIUSDT,1h,8775,1755313200000,38.6,0,STALE
COTIUSDT,2h,4387,1755309600000,98.6,0,STALE
COTIUSDT,4h,2193,1755302400000,218.6,0,STALE
COTIUSDT,1d,366,1755302400000,218.6,0,STALE
COWUSDT,5m,82098,1755315300000,3.7,0,OK
COWUSDT,15m,27367,1755315000000,8.7,0,OK
COWUSDT,30m,13684,1755315000000,8.7,1,GAPS
COWUSDT,1h,6843,1755313200000,38.7,1,STALE
COWUSDT,2h,3392,1755309600000,98.7,0,STALE
COWUSDT,4h,1696,1755302400000,218.7,0,STALE
COWUSDT,1d,284,1755302400000,218.7,0,STALE
CROSSUSDT,5m,11286,1755315300000,3.7,0,OK
CROSSUSDT,15m,3763,1755315000000,8.7,0,OK
CROSSUSDT,30m,1882,1755315000000,8.7,1,GAPS
CROSSUSDT,1h,942,1755313200000,38.7,1,STALE
CROSSUSDT,2h,472,1755309600000,98.7,1,STALE
CROSSUSDT,4h,237,1755302400000,218.7,1,STALE
CROSSUSDT,1d,38,1755302400000,218.7,0,STALE
CRVUSDT,5m,105322,1755315300000,3.7,0,OK
CRVUSDT,15m,35107,1755315000000,8.7,0,OK
CRVUSDT,30m,17555,1755315000000,8.7,0,OK
CRVUSDT,1h,8775,1755313200000,38.7,0,STALE
CRVUSDT,2h,4387,1755309600000,98.7,0,STALE
CRVUSDT,4h,2193,1755302400000,218.7,0,STALE
CRVUSDT,1d,366,1755302400000,218.7,0,STALE
CTKUSDT,5m,31737,1755315300000,3.7,0,OK
CTKUSDT,15m,10580,1755315000000,8.7,0,OK
CTKUSDT,30m,5291,1755315000000,8.7,1,GAPS
CTKUSDT,1h,2646,1755313200000,38.7,1,STALE
CTKUSDT,2h,1324,1755309600000,98.7,1,STALE
CTKUSDT,4h,663,1755302400000,218.7,1,STALE
CTKUSDT,1d,109,1755302400000,218.7,0,STALE
CTSIUSDT,5m,105322,1755315300000,3.7,0,OK
CTSIUSDT,15m,35107,1755315000000,8.7,0,OK
CTSIUSDT,30m,17555,1755315000000,8.7,0,OK
CTSIUSDT,1h,8775,1755313200000,38.7,0,STALE
CTSIUSDT,2h,4387,1755309600000,98.7,0,STALE
CTSIUSDT,4h,2193,1755302400000,218.7,0,STALE
CTSIUSDT,1d,366,1755302400000,218.7,0,STALE
CUSDT,5m,9864,1755315300000,3.7,0,OK
CUSDT,15m,3289,1755315000000,8.7,0,OK
CUSDT,30m,1645,1755315000000,8.7,1,GAPS
CUSDT,1h,823,1755313200000,38.7,1,STALE
CUSDT,2h,413,1755309600000,98.7,1,STALE
CUSDT,4h,207,1755302400000,218.7,1,STALE
CUSDT,1d,33,1755302400000,218.7,0,STALE
CVCUSDT,5m,27150,1755315300000,3.7,0,OK
CVCUSDT,15m,9051,1755315000000,8.8,0,OK
CVCUSDT,30m,4526,1755315000000,8.8,1,GAPS
CVCUSDT,1h,2264,1755313200000,38.8,1,STALE
CVCUSDT,2h,1133,1755309600000,98.8,1,STALE
CVCUSDT,4h,567,1755302400000,218.8,1,STALE
CVCUSDT,1d,93,1755302400000,218.8,0,STALE
CVXUSDT,5m,7530,1755315300000,3.8,0,OK
CVXUSDT,15m,2511,1755315000000,8.8,0,OK
CVXUSDT,30m,1256,1755315000000,8.8,1,GAPS
CVXUSDT,1h,629,1755313200000,38.8,1,STALE
CVXUSDT,2h,316,1755309600000,98.8,1,STALE
CVXUSDT,4h,159,1755302400000,218.8,1,STALE
CVXUSDT,1d,25,1755302400000,218.8,0,STALE
CYBERUSDT,5m,105322,1755315300000,3.8,0,OK
CYBERUSDT,15m,35108,1755315000000,8.8,0,OK
CYBERUSDT,30m,17555,1755315000000,8.8,0,OK
CYBERUSDT,1h,8775,1755313200000,38.8,0,STALE
CYBERUSDT,2h,4387,1755309600000,98.8,0,STALE
CYBERUSDT,4h,2193,1755302400000,218.8,0,STALE
CYBERUSDT,1d,366,1755302400000,218.8,0,STALE
DASHUSDT,5m,105322,1755315300000,3.8,0,OK
DASHUSDT,15m,35108,1755315000000,8.8,0,OK
DASHUSDT,30m,17555,1755315000000,8.8,0,OK
DASHUSDT,1h,8775,1755313200000,38.8,0,STALE
DASHUSDT,2h,4387,1755309600000,98.8,0,STALE
DASHUSDT,4h,2193,1755302400000,218.8,0,STALE
DASHUSDT,1d,366,1755302400000,218.8,0,STALE
DEEPUSDT,5m,34062,1755315300000,3.8,0,OK
DEEPUSDT,15m,11355,1755315000000,8.8,0,OK
DEEPUSDT,30m,5678,1755315000000,8.8,1,GAPS
DEEPUSDT,1h,2840,1755313200000,38.8,1,STALE
DEEPUSDT,2h,1421,1755309600000,98.8,1,STALE
DEEPUSDT,4h,711,1755302400000,218.8,1,STALE
DEEPUSDT,1d,117,1755302400000,218.8,0,STALE
DEGENUSDT,5m,79531,1755315300000,3.8,0,OK
DEGENUSDT,15m,26512,1755315000000,8.8,0,OK
DEGENUSDT,30m,13257,1755315000000,8.8,1,GAPS
DEGENUSDT,1h,6630,1755313200000,38.8,1,STALE
DEGENUSDT,2h,3316,1755309600000,98.8,1,STALE
DEGENUSDT,4h,1643,1755302400000,218.8,0,STALE
DEGENUSDT,1d,275,1755302400000,218.8,0,STALE
DEGOUSDT,5m,71446,1755315300000,3.8,0,OK
DEGOUSDT,15m,23817,1755315000000,8.8,0,OK
DEGOUSDT,30m,11910,1755315000000,8.8,1,GAPS
DEGOUSDT,1h,5956,1755313200000,38.8,1,STALE
