symbol,tf,rows,last_ts,stale_min,gaps,status
DEGOUSDT,2h,2979,1755309600000,98.8,1,STALE
DEGOUSDT,4h,1474,1755302400000,218.8,0,STALE
DEGOUSDT,1d,247,1755302400000,218.8,0,STALE
DENTUSDT,5m,105323,1755315300000,3.8,0,OK
DENTUSDT,15m,35108,1755315000000,8.9,0,OK
DENTUSDT,30m,17555,1755315000000,8.9,0,OK
DENTUSDT,1h,8775,1755313200000,38.9,0,STALE
DENTUSDT,2h,4387,1755309600000,98.9,0,STALE
DENTUSDT,4h,2193,1755302400000,218.9,0,STALE
DENTUSDT,1d,366,1755302400000,218.9,0,STALE
DEXEUSDT,5m,68299,1755315300000,3.9,0,OK
DEXEUSDT,15m,22768,1755315000000,8.9,0,OK
DEXEUSDT,30m,11385,1755315000000,8.9,1,GAPS
DEXEUSDT,1h,5694,1755313200000,38.9,1,STALE
DEXEUSDT,2h,2848,1755309600000,98.9,1,STALE
DEXEUSDT,4h,1409,1755302400000,218.9,0,STALE
DEXEUSDT,1d,236,1755302400000,218.9,0,STALE
DFUSDT,5m,66568,1755315300000,3.9,0,OK
DFUSDT,15m,22191,1755315000000,8.9,0,OK
DFUSDT,30m,11097,1755315000000,8.9,1,GAPS
DFUSDT,1h,5550,1755313200000,38.9,1,STALE
DFUSDT,2h,2776,1755309600000,98.9,1,STALE
DFUSDT,4h,1373,1755302400000,218.9,0,STALE
DFUSDT,1d,230,1755302400000,218.9,0,STALE
DIAUSDT,5m,92191,1755315300000,3.9,0,OK
DIAUSDT,15m,30732,1755315000000,8.9,0,OK
DIAUSDT,30m,15367,1755315000000,8.9,1,GAPS
DIAUSDT,1h,7685,1755313200000,38.9,1,STALE
DIAUSDT,2h,3812,1755309600000,98.9,0,STALE
DIAUSDT,4h,1906,1755302400000,218.9,0,STALE
DIAUSDT,1d,319,1755302400000,218.9,0,STALE
DMCUSDT,5m,15865,1755315300000,3.9,0,OK
DMCUSDT,15m,5290,1755315000000,8.9,0,OK
DMCUSDT,30m,2646,1755315000000,8.9,1,GAPS
DMCUSDT,1h,1324,1755313200000,38.9,1,STALE
DMCUSDT,2h,663,1755309600000,98.9,1,STALE
DMCUSDT,4h,332,1755302400000,218.9,1,STALE
DMCUSDT,1d,54,1755302400000,218.9,0,STALE
DODOXUSDT,5m,105323,1755315300000,3.9,0,OK
DODOXUSDT,15m,35108,1755315000000,8.9,0,OK
DODOXUSDT,30m,17555,1755315000000,8.9,0,OK
DODOXUSDT,1h,8775,1755313200000,38.9,0,STALE
DODOXUSDT,2h,4387,1755309600000,98.9,0,STALE
DODOXUSDT,4h,2193,1755302400000,218.9,0,STALE
DODOXUSDT,1d,366,1755302400000,218.9,0,STALE
DOGEUSDT,5m,105323,1755315300000,3.9,0,OK
DOGEUSDT,15m,35108,1755315000000,8.9,0,OK
DOGEUSDT,30m,17555,1755315000000,8.9,0,OK
DOGEUSDT,1h,8775,1755313200000,38.9,0,STALE
DOGEUSDT,2h,4387,1755309600000,98.9,0,STALE
DOGEUSDT,4h,2193,1755302400000,218.9,0,STALE
DOGEUSDT,1d,366,1755302400000,218.9,0,STALE
DOGSUSDT,5m,102848,1755315300000,4.0,0,OK
DOGSUSDT,15m,34284,1755315000000,9.0,0,OK
DOGSUSDT,30m,17028,1755315000000,9.0,0,OK
DOGSUSDT,1h,8512,1755313200000,39.0,0,STALE
DOGSUSDT,2h,4256,1755309600000,99.0,0,STALE
DOGSUSDT,4h,2128,1755302400000,219.0,0,STALE
DOGSUSDT,1d,356,1755302400000,219.0,0,STALE
DOLOUSDT,5m,31538,1755315300000,4.0,0,OK
DOLOUSDT,15m,10514,1755315000000,9.0,0,OK
DOLOUSDT,30m,5258,1755315000000,9.0,1,GAPS
DOLOUSDT,1h,2630,1755313200000,39.0,1,STALE
DOLOUSDT,2h,1316,1755309600000,99.0,1,STALE
DOLOUSDT,4h,659,1755302400000,219.0,1,STALE
DOLOUSDT,1d,108,1755302400000,219.0,0,STALE
DOODUSDT,5m,29108,1755315300000,4.0,0,OK
DOODUSDT,15m,9704,1755315000000,9.0,0,OK
DOODUSDT,30m,4853,1755315000000,9.0,1,GAPS
DOODUSDT,1h,2428,1755313200000,39.0,1,STALE
DOODUSDT,2h,1215,1755309600000,99.0,1,STALE
DOODUSDT,4h,608,1755302400000,219.0,1,STALE
DOODUSDT,1d,100,1755302400000,219.0,0,STALE
DOTUSDT,5m,105324,1755315300000,4.0,0,OK
DOTUSDT,15m,35108,1755315000000,9.0,0,OK
DOTUSDT,30m,17555,1755315000000,9.0,0,OK
DOTUSDT,1h,8775,1755313200000,39.0,0,STALE
DOTUSDT,2h,4387,1755309600000,99.0,0,STALE
DOTUSDT,4h,2193,1755302400000,219.0,0,STALE
DOTUSDT,1d,366,1755302400000,219.0,0,STALE
DRIFTUSDT,5m,81497,1755315300000,4.0,0,OK
DRIFTUSDT,15m,27167,1755315000000,9.0,0,OK
DRIFTUSDT,30m,13585,1755315000000,9.0,1,GAPS
DRIFTUSDT,1h,6794,1755313200000,39.0,1,STALE
DRIFTUSDT,2h,3398,1755309600000,99.0,1,STALE
DRIFTUSDT,4h,1684,1755302400000,219.0,0,STALE
DRIFTUSDT,1d,282,1755302400000,219.0,0,STALE
DUSDT,5m,63710,1755315300000,4.0,0,OK
DUSDT,15m,21238,1755315000000,9.0,0,OK
DUSDT,30m,10620,1755315000000,9.0,1,GAPS
DUSDT,1h,5311,1755313200000,39.0,1,STALE
DUSDT,2h,2656,1755309600000,99.0,1,STALE
DUSDT,4h,1313,1755302400000,219.0,0,STALE
DUSDT,1d,220,1755302400000,219.0,0,STALE
DUSKUSDT,5m,105324,1755315300000,4.0,0,OK
DUSKUSDT,15m,35108,1755315000000,9.0,0,OK
DUSKUSDT,30m,17555,1755315000000,9.0,0,OK
DUSKUSDT,1h,8775,1755313200000,39.0,0,STALE
DUSKUSDT,2h,4387,1755309600000,99.0,0,STALE
DUSKUSDT,4h,2193,1755302400000,219.1,0,STALE
DUSKUSDT,1d,366,1755302400000,219.1,0,STALE
DYDXUSDT,5m,105324,1755315300000,4.1,0,OK
DYDXUSDT,15m,35108,1755315000000,9.1,0,OK
DYDXUSDT,30m,17555,1755315000000,9.1,0,OK
DYDXUSDT,1h,8775,1755313200000,39.1,0,STALE
DYDXUSDT,2h,4387,1755309600000,99.1,0,STALE
DYDXUSDT,4h,2193,1755302400000,219.1,0,STALE
DYDXUSDT,1d,366,1755302400000,219.1,0,STALE
DYMUSDT,5m,105324,1755315300000,4.1,0,OK
DYMUSDT,15m,35108,1755315000000,9.1,0,OK
DYMUSDT,30m,17555,1755315000000,9.1,0,OK
DYMUSDT,1h,8775,1755313200000,39.1,0,STALE
DYMUSDT,2h,4387,1755309600000,99.1,0,STALE
DYMUSDT,4h,2193,1755302400000,219.1,0,STALE
DYMUSDT,1d,366,1755302400000,219.1,0,STALE
EDUUSDT,5m,105324,1755315300000,4.1,0,OK
EDUUSDT,15m,35108,1755315000000,9.1,0,OK
EDUUSDT,30m,17555,1755315000000,9.1,0,OK
EDUUSDT,1h,8775,1755313200000,39.1,0,STALE
EDUUSDT,2h,4387,1755309600000,99.1,0,STALE
EDUUSDT,4h,2193,1755302400000,219.1,0,STALE
EDUUSDT,1d,366,1755302400000,219.1,0,STALE
EGLDUSDT,5m,105324,1755315300000,4.1,0,OK
EGLDUSDT,15m,35108,1755315000000,9.1,0,OK
EGLDUSDT,30m,17555,1755315000000,9.1,0,OK
EGLDUSDT,1h,8775,1755313200000,39.1,0,STALE
EGLDUSDT,2h,4387,1755309600000,99.1,0,STALE
EGLDUSDT,4h,2193,1755302400000,219.1,0,STALE
EGLDUSDT,1d,366,1755302400000,219.1,0,STALE
EIGENUSDT,5m,92558,1755315300000,4.1,0,OK
EIGENUSDT,15m,30854,1755315000000,9.2,0,OK
EIGENUSDT,30m,15428,1755315000000,9.2,1,GAPS
EIGENUSDT,1h,7715,1755313200000,39.2,1,STALE
EIGENUSDT,2h,3827,1755309600000,99.2,0,STALE
EIGENUSDT,4h,1914,1755302400000,219.2,0,STALE
EIGENUSDT,1d,320,1755302400000,219.2,0,STALE
ENAUSDT,5m,105323,1755315300000,4.2,0,OK
ENAUSDT,15m,35108,1755315000000,9.2,0,OK
ENAUSDT,30m,17555,1755315000000,9.2,0,OK
ENAUSDT,1h,8775,1755313200000,39.2,0,STALE
ENAUSDT,2h,4387,1755309600000,99.2,0,STALE
ENAUSDT,4h,2193,1755302400000,219.2,0,STALE
ENAUSDT,1d,366,1755302400000,219.2,0,STALE
ENJUSDT,5m,105323,1755315300000,4.2,0,OK
ENJUSDT,15m,35108,1755315000000,9.2,0,OK
ENJUSDT,30m,17555,1755315000000,9.2,0,OK
ENJUSDT,1h,8775,1755313200000,39.2,0,STALE
ENJUSDT,2h,4387,1755309600000,99.2,0,STALE
ENJUSDT,4h,2193,1755302400000,219.2,0,STALE
ENJUSDT,1d,366,1755302400000,219.2,0,STALE
ENSUSDT,5m,105323,1755315300000,4.2,0,OK
ENSUSDT,15m,35108,1755315000000,9.2,0,OK
ENSUSDT,30m,17555,1755315000000,9.2,0,OK
ENSUSDT,1h,8775,1755313200000,39.2,0,STALE
ENSUSDT,2h,4387,1755309600000,99.2,0,STALE
ENSUSDT,4h,2193,1755302400000,219.2,0,STALE
ENSUSDT,1d,366,1755302400000,219.2,0,STALE
EPICUSDT,5m,45591,1755315300000,4.2,0,OK
EPICUSDT,15m,15198,1755315000000,9.2,0,OK
EPICUSDT,30m,7600,1755315000000,9.2,1,GAPS
EPICUSDT,1h,3801,1755313200000,39.2,1,STALE
EPICUSDT,2h,1901,1755309600000,99.2,1,STALE
EPICUSDT,4h,951,1755302400000,219.2,1,STALE
EPICUSDT,1d,157,1755302400000,219.2,0,STALE
EPTUSDT,5m,34299,1755315300000,4.2,0,OK
EPTUSDT,15m,11434,1755315000000,9.2,0,OK
EPTUSDT,30m,5718,1755315000000,9.2,1,GAPS
EPTUSDT,1h,2860,1755313200000,39.2,1,STALE
EPTUSDT,2h,1431,1755309600000,99.2,1,STALE
EPTUSDT,4h,716,1755302400000,219.2,1,STALE
EPTUSDT,1d,118,1755302400000,219.2,0,STALE
ERAUSDT,5m,9213,1755315300000,4.2,0,OK
ERAUSDT,15m,3072,1755315000000,9.3,0,OK
ERAUSDT,30m,1537,1755315000000,9.3,1,GAPS
ERAUSDT,1h,770,1755313200000,39.3,1,STALE
ERAUSDT,2h,386,1755309600000,99.3,1,STALE
ERAUSDT,4h,194,1755302400000,219.3,1,STALE
ERAUSDT,1d,31,1755302400000,219.3,0,STALE
ESPORTSUSDT,5m,5823,1755315300000,4.3,0,OK
ESPORTSUSDT,15m,1942,1755315000000,9.3,0,OK
ESPORTSUSDT,30m,972,1755315000000,9.3,1,GAPS
ESPORTSUSDT,1h,487,1755313200000,39.3,1,STALE
ESPORTSUSDT,2h,244,1755309600000,99.3,1,STALE
ESPORTSUSDT,4h,123,1755302400000,219.3,1,STALE
ESPORTSUSDT,1d,19,1755302400000,219.3,0,STALE
ETCUSDT,5m,105323,1755315300000,4.3,0,OK
ETCUSDT,15m,35108,1755315000000,9.3,0,OK
ETCUSDT,30m,17555,1755315000000,9.3,0,OK
ETCUSDT,1h,8775,1755313200000,39.3,0,STALE
ETCUSDT,2h,4387,1755309600000,99.3,0,STALE
ETCUSDT,4h,2193,1755302400000,219.3,0,STALE
ETCUSDT,1d,366,1755302400000,219.3,0,STALE
ETHFIUSDT,5m,105323,1755315300000,4.3,0,OK
ETHFIUSDT,15m,35109,1755315000000,9.3,0,OK
ETHFIUSDT,30m,17555,1755315000000,9.3,0,OK
ETHFIUSDT,1h,8775,1755313200000,39.3,0,STALE
ETHFIUSDT,2h,4387,1755309600000,99.3,0,STALE
ETHFIUSDT,4h,2193,1755302400000,219.3,0,STALE
ETHFIUSDT,1d,366,1755302400000,219.3,0,STALE
ETHUSDT,5m,105161,1755315300000,4.3,1,GAPS
ETHUSDT,15m,35054,1755315000000,9.3,1,GAPS
ETHUSDT,30m,17527,1755315000000,9.3,1,GAPS
ETHUSDT,1h,8762,1755313200000,39.3,1,STALE
ETHUSDT,2h,4381,1755309600000,99.3,1,STALE
ETHUSDT,4h,2191,1755302400000,219.3,1,STALE
ETHUSDT,1d,366,1755302400000,219.3,0,STALE
ETHWUSDT,5m,105323,1755315300000,4.3,0,OK
ETHWUSDT,15m,35109,1755315000000,9.3,0,OK
ETHWUSDT,30m,17555,1755315000000,9.3,0,OK
ETHWUSDT,1h,8775,1755313200000,39.3,0,STALE
ETHWUSDT,2h,4387,1755309600000,99.3,0,STALE
ETHWUSDT,4h,2193,1755302400000,219.3,0,STALE
ETHWUSDT,1d,366,1755302400000,219.3,0,STALE
FARTCOINUSDT,5m,69366,1755315300000,4.3,0,OK
FARTCOINUSDT,15m,23123,1755315000000,9.4,0,OK
FARTCOINUSDT,30m,11563,1755315000000,9.4,1,GAPS
FARTCOINUSDT,1h,5783,1755313200000,39.4,1,STALE
FARTCOINUSDT,2h,2892,1755309600000,99.4,1,STALE
FARTCOINUSDT,4h,1431,1755302400000,219.4,0,STALE
FARTCOINUSDT,1d,240,1755302400000,219.4,0,STALE
FETUSDT,5m,105323,1755315300000,4.4,0,OK
FETUSDT,15m,35109,1755315000000,9.4,0,OK
FETUSDT,30m,17555,1755315000000,9.4,0,OK
FETUSDT,1h,8775,1755313200000,39.4,0,STALE
FETUSDT,2h,4387,1755309600000,99.4,0,STALE
FETUSDT,4h,2193,1755302400000,219.4,0,STALE
FETUSDT,1d,366,1755302400000,219.4,0,STALE
FHEUSDT,5m,36867,1755315300000,4.4,0,OK
FHEUSDT,15m,12290,1755315000000,9.4,0,OK
FHEUSDT,30m,6146,1755315000000,9.4,1,GAPS
FHEUSDT,1h,3074,1755313200000,39.4,1,STALE
FHEUSDT,2h,1538,1755309600000,99.4,1,STALE
FHEUSDT,4h,770,1755302400000,219.4,1,STALE
FHEUSDT,1d,127,1755302400000,219.4,0,STALE
FIDAUSDT,5m,95937,1755315300000,4.4,0,OK
FIDAUSDT,15m,31981,1755315000000,9.4,0,OK
FIDAUSDT,30m,15991,1755315000000,9.4,1,GAPS
FIDAUSDT,1h,7936,1755313200000,39.4,0,STALE
FIDAUSDT,2h,3968,1755309600000,99.4,0,STALE
FIDAUSDT,4h,1984,1755302400000,219.4,0,STALE
FIDAUSDT,1d,332,1755302400000,219.4,0,STALE
FILUSDT,5m,105324,1755315300000,4.4,0,OK
FILUSDT,15m,35109,1755315000000,9.4,0,OK
FILUSDT,30m,17555,1755315000000,9.4,0,OK
FILUSDT,1h,8775,1755313200000,39.4,0,STALE
FILUSDT,2h,4387,1755309600000,99.4,0,STALE
FILUSDT,4h,2193,1755302400000,219.4,0,STALE
FILUSDT,1d,366,1755302400000,219.4,0,STALE
FIOUSDT,5m,95662,1755315300000,4.4,0,OK
FIOUSDT,15m,31889,1755315000000,9.4,0,OK
FIOUSDT,30m,15945,1755315000000,9.4,1,GAPS
FIOUSDT,1h,7913,1755313200000,39.4,0,STALE
FIOUSDT,2h,3957,1755309600000,99.4,0,STALE
FIOUSDT,4h,1979,1755302400000,219.4,0,STALE
FIOUSDT,1d,331,1755302400000,219.4,0,STALE
FISUSDT,5m,33214,1755315300000,4.4,0,OK
FISUSDT,15m,11073,1755315000000,9.5,0,OK
FISUSDT,30m,5537,1755315000000,9.5,1,GAPS
FISUSDT,1h,2770,1755313200000,39.5,1,STALE
FISUSDT,2h,1386,1755309600000,99.5,1,STALE
FISUSDT,4h,694,1755302400000,219.5,1,STALE
FISUSDT,1d,114,1755302400000,219.5,0,STALE
FLMUSDT,5m,105324,1755315300000,4.5,0,OK
FLMUSDT,15m,35109,1755315000000,9.5,0,OK
FLMUSDT,30m,17555,1755315000000,9.5,0,OK
FLMUSDT,1h,8775,1755313200000,39.5,0,STALE
FLMUSDT,2h,4387,1755309600000,99.5,0,STALE
FLMUSDT,4h,2193,1755302400000,219.5,0,STALE
FLMUSDT,1d,366,1755302400000,219.5,0,STALE
FLOWUSDT,5m,105324,1755315300000,4.5,0,OK
FLOWUSDT,15m,35109,1755315000000,9.5,0,OK
FLOWUSDT,30m,17555,1755315000000,9.5,0,OK
FLOWUSDT,1h,8775,1755313200000,39.5,0,STALE
FLOWUSDT,2h,4387,1755309600000,99.5,0,STALE
FLOWUSDT,4h,2193,1755302400000,219.5,0,STALE
FLOWUSDT,1d,366,1755302400000,219.5,0,STALE
FLUXUSDT,5m,100612,1755315300000,4.5,0,OK
FLUXUSDT,15m,33539,1755315000000,9.5,0,OK
FLUXUSDT,30m,16655,1755315000000,9.5,0,OK
FLUXUSDT,1h,8325,1755313200000,39.5,0,STALE
FLUXUSDT,2h,4163,1755309600000,99.5,0,STALE
FLUXUSDT,4h,2082,1755302400000,219.5,0,STALE
FLUXUSDT,1d,348,1755302400000,219.5,0,STALE
FORMUSDT,5m,43864,1755315300000,4.5,0,OK
FORMUSDT,15m,14623,1755315000000,9.5,0,OK
FORMUSDT,30m,7312,1755315000000,9.5,1,GAPS
FORMUSDT,1h,3657,1755313200000,39.5,1,STALE
FORMUSDT,2h,1829,1755309600000,99.5,1,STALE
FORMUSDT,4h,915,1755302400000,219.5,1,STALE
FORMUSDT,1d,151,1755302400000,219.5,0,STALE
FORTHUSDT,5m,38098,1755315300000,4.5,0,OK
FORTHUSDT,15m,12701,1755315000000,9.5,0,OK
FORTHUSDT,30m,6351,1755315000000,9.5,1,GAPS
FORTHUSDT,1h,3177,1755313200000,39.5,1,STALE
FORTHUSDT,2h,1589,1755309600000,99.5,1,STALE
FORTHUSDT,4h,795,1755302400000,219.5,1,STALE
FORTHUSDT,1d,131,1755302400000,219.5,0,STALE
FUNUSDT,5m,40402,1755315300000,4.5,0,OK
FUNUSDT,15m,13469,1755315000000,9.5,0,OK
FUNUSDT,30m,6735,1755315000000,9.5,1,GAPS
FUNUSDT,1h,3369,1755313200000,39.5,1,STALE
FUNUSDT,2h,1685,1755309600000,99.5,1,STALE
FUNUSDT,4h,843,1755302400000,219.5,1,STALE
FUNUSDT,1d,139,1755302400000,219.5,0,STALE
FUSDT,5m,17600,1755315300000,4.5,0,OK
FUSDT,15m,5868,1755315000000,9.6,0,OK
FUSDT,30m,2935,1755315000000,9.6,1,GAPS
FUSDT,1h,1469,1755313200000,39.6,1,STALE
FUSDT,2h,735,1755309600000,99.6,1,STALE
FUSDT,4h,368,1755302400000,219.6,1,STALE
FUSDT,1d,60,1755302400000,219.6,0,STALE
FXSUSDT,5m,105325,1755315300000,4.6,0,OK
FXSUSDT,15m,35109,1755315000000,9.6,0,OK
FXSUSDT,30m,17555,1755315000000,9.6,0,OK
FXSUSDT,1h,8775,1755313200000,39.6,0,STALE
FXSUSDT,2h,4387,1755309600000,99.6,0,STALE
FXSUSDT,4h,2193,1755302400000,219.6,0,STALE
FXSUSDT,1d,366,1755302400000,219.6,0,STALE
GALAUSDT,5m,105325,1755315300000,4.6,0,OK
GALAUSDT,15m,35109,1755315000000,9.6,0,OK
GALAUSDT,30m,17555,1755315000000,9.6,0,OK
GALAUSDT,1h,8775,1755313200000,39.6,0,STALE
GALAUSDT,2h,4387,1755309600000,99.6,0,STALE
GALAUSDT,4h,2193,1755302400000,219.6,0,STALE
GALAUSDT,1d,366,1755302400000,219.6,0,STALE
GASUSDT,5m,105325,1755315300000,4.6,0,OK
GASUSDT,15m,35109,1755315000000,9.6,0,OK
GASUSDT,30m,17555,1755315000000,9.6,0,OK
GASUSDT,1h,8775,1755313200000,39.6,0,STALE
GASUSDT,2h,4387,1755309600000,99.6,0,STALE
GASUSDT,4h,2193,1755302400000,219.6,0,STALE
GASUSDT,1d,366,1755302400000,219.6,0,STALE
GHSTUSDT,5m,94781,1755315300000,4.6,0,OK
GHSTUSDT,15m,31595,1755315000000,9.6,0,OK
GHSTUSDT,30m,15798,1755315000000,9.6,1,GAPS
GHSTUSDT,1h,7839,1755313200000,39.6,0,STALE
GHSTUSDT,2h,3920,1755309600000,99.6,0,STALE
GHSTUSDT,4h,1960,1755302400000,219.6,0,STALE
GHSTUSDT,1d,328,1755302400000,219.6,0,STALE
GLMUSDT,5m,105325,1755315300000,4.6,0,OK
GLMUSDT,15m,35109,1755315000000,9.6,0,OK
GLMUSDT,30m,17555,1755315000000,9.6,0,OK
GLMUSDT,1h,8775,1755313200000,39.6,0,STALE
GLMUSDT,2h,4387,1755309600000,99.6,0,STALE
GLMUSDT,4h,2193,1755302400000,219.6,0,STALE
GLMUSDT,1d,366,1755302400000,219.6,0,STALE
GMTUSDT,5m,105325,1755315300000,4.7,0,OK
GMTUSDT,15m,35108,1755315000000,9.7,0,OK
GMTUSDT,30m,17550,1755315000000,9.7,0,OK
GMTUSDT,1h,8775,1755313200000,39.7,0,STALE
GMTUSDT,2h,4387,1755309600000,99.7,0,STALE
GMTUSDT,4h,2193,1755302400000,219.7,0,STALE
GMTUSDT,1d,366,1755302400000,219.7,0,STALE
GMXUSDT,5m,105325,1755315300000,4.7,0,OK
GMXUSDT,15m,35108,1755315000000,9.7,0,OK
GMXUSDT,30m,17550,1755315000000,9.7,0,OK
GMXUSDT,1h,8775,1755313200000,39.7,0,STALE
GMXUSDT,2h,4387,1755309600000,99.7,0,STALE
GMXUSDT,4h,2193,1755302400000,219.7,0,STALE
GMXUSDT,1d,366,1755302400000,219.7,0,STALE
GOATUSDT,5m,85847,1755315300000,4.7,0,OK
GOATUSDT,15m,28617,1755315000000,9.7,0,OK
GOATUSDT,30m,14309,1755315000000,9.7,1,GAPS
GOATUSDT,1h,7156,1755313200000,39.7,1,STALE
GOATUSDT,2h,3548,1755309600000,99.7,0,STALE
GOATUSDT,4h,1774,1755302400000,219.7,0,STALE
GOATUSDT,1d,297,1755302400000,219.7,0,STALE
GPSUSDT,5m,52397,1755315300000,4.7,0,OK
GPSUSDT,15m,17467,1755315000000,9.7,0,OK
GPSUSDT,30m,8734,1755315000000,9.7,1,GAPS
GPSUSDT,1h,4368,1755313200000,39.7,1,STALE
GPSUSDT,2h,2185,1755309600000,99.7,1,STALE
GPSUSDT,4h,1093,1755302400000,219.7,1,STALE
GPSUSDT,1d,181,1755302400000,219.7,0,STALE
GRASSUSDT,5m,81503,1755315300000,4.7,0,OK
GRASSUSDT,15m,27169,1755315000000,9.7,0,OK
GRASSUSDT,30m,13585,1755315000000,9.7,1,GAPS
GRASSUSDT,1h,6794,1755313200000,39.7,1,STALE
GRASSUSDT,2h,3398,1755309600000,99.7,1,STALE
GRASSUSDT,4h,1684,1755302400000,219.7,0,STALE
GRASSUSDT,1d,282,1755302400000,219.7,0,STALE
GRIFFAINUSDT,5m,65687,1755315300000,4.7,0,OK
GRIFFAINUSDT,15m,21897,1755315000000,9.7,0,OK
GRIFFAINUSDT,30m,10949,1755315000000,9.7,1,GAPS
GRIFFAINUSDT,1h,5476,1755313200000,39.7,1,STALE
GRIFFAINUSDT,2h,2739,1755309600000,99.7,1,STALE
GRIFFAINUSDT,4h,1354,1755302400000,219.7,0,STALE
GRIFFAINUSDT,1d,227,1755302400000,219.7,0,STALE
GRTUSDT,5m,105324,1755315300000,4.7,0,OK
GRTUSDT,15m,35108,1755315000000,9.8,0,OK
GRTUSDT,30m,17550,1755315000000,9.8,0,OK
GRTUSDT,1h,8775,1755313200000,39.8,0,STALE
GRTUSDT,2h,4387,1755309600000,99.8,0,STALE
GRTUSDT,4h,2193,1755302400000,219.8,0,STALE
GRTUSDT,1d,366,1755302400000,219.8,0,STALE
GTCUSDT,5m,105324,1755315300000,4.8,0,OK
GTCUSDT,15m,35108,1755315000000,9.8,0,OK
GTCUSDT,30m,17550,1755315000000,9.8,0,OK
GTCUSDT,1h,8775,1755313200000,39.8,0,STALE
GTCUSDT,2h,4387,1755309600000,99.8,0,STALE
GTCUSDT,4h,2193,1755302400000,219.8,0,STALE
GTCUSDT,1d,366,1755302400000,219.8,0,STALE
GUNUSDT,5m,40350,1755315300000,4.8,0,OK
GUNUSDT,15m,13451,1755315000000,9.8,0,OK
GUNUSDT,30m,6726,1755315000000,9.8,1,GAPS
GUNUSDT,1h,3364,1755313200000,39.8,1,STALE
GUNUSDT,2h,1683,1755309600000,99.8,1,STALE
GUNUSDT,4h,842,1755302400000,219.8,1,STALE
GUNUSDT,1d,139,1755302400000,219.8,0,STALE
GUSDT,5m,105325,1755315300000,4.8,0,OK
GUSDT,15m,35108,1755315000000,9.8,0,OK
GUSDT,30m,17550,1755315000000,9.8,0,OK
GUSDT,1h,8775,1755313200000,39.8,0,STALE
GUSDT,2h,4387,1755309600000,99.8,0,STALE
GUSDT,4h,2193,1755302400000,219.8,0,STALE
GUSDT,1d,366,1755302400000,219.8,0,STALE
HAEDALUSDT,5m,31539,1755315300000,4.8,0,OK
HAEDALUSDT,15m,10514,1755315000000,9.8,0,OK
HAEDALUSDT,30m,5258,1755315000000,9.8,1,GAPS
HAEDALUSDT,1h,2630,1755313200000,39.8,1,STALE
HAEDALUSDT,2h,1316,1755309600000,99.8,1,STALE
HAEDALUSDT,4h,659,1755302400000,219.8,1,STALE
HAEDALUSDT,1d,108,1755302400000,219.8,0,STALE
HBARUSDT,5m,105324,1755315300000,4.8,0,OK
HBARUSDT,15m,35107,1755315000000,9.8,0,OK
HBARUSDT,30m,17549,1755315000000,9.8,0,OK
HBARUSDT,1h,8774,1755313200000,39.8,0,STALE
HBARUSDT,2h,4387,1755309600000,99.8,0,STALE
HBARUSDT,4h,2193,1755302400000,219.8,0,STALE
HBARUSDT,1d,366,1755302400000,219.8,0,STALE
HEIUSDT,5m,53646,1755315300000,4.9,0,OK
HEIUSDT,15m,17883,1755315000000,9.9,0,OK
HEIUSDT,30m,8942,1755315000000,9.9,1,GAPS
HEIUSDT,1h,4472,1755313200000,39.9,1,STALE
HEIUSDT,2h,2237,1755309600000,99.9,1,STALE
HEIUSDT,4h,1119,1755302400000,219.9,1,STALE
HEIUSDT,1d,185,1755302400000,219.9,0,STALE
HFTUSDT,5m,105324,1755315300000,4.9,0,OK
HFTUSDT,15m,35108,1755315000000,9.9,0,OK
HFTUSDT,30m,17549,1755315000000,9.9,0,OK
HFTUSDT,1h,8774,1755313200000,39.9,0,STALE
HFTUSDT,2h,4387,1755309600000,99.9,0,STALE
HFTUSDT,4h,2193,1755302400000,219.9,0,STALE
HFTUSDT,1d,366,1755302400000,219.9,0,STALE
HIFIUSDT,5m,105324,1755315300000,4.9,0,OK
HIFIUSDT,15m,35108,1755315000000,9.9,0,OK
HIFIUSDT,30m,17549,1755315000000,9.9,0,OK
HIFIUSDT,1h,8774,1755313200000,39.9,0,STALE
HIFIUSDT,2h,4387,1755309600000,99.9,0,STALE
HIFIUSDT,4h,2193,1755302400000,219.9,0,STALE
HIFIUSDT,1d,366,1755302400000,219.9,0,STALE
HIGHUSDT,5m,105324,1755315300000,4.9,0,OK
HIGHUSDT,15m,35108,1755315000000,9.9,0,OK
HIGHUSDT,30m,17549,1755315000000,9.9,0,OK
HIGHUSDT,1h,8774,1755313200000,39.9,0,STALE
HIGHUSDT,2h,4387,1755309600000,99.9,0,STALE
HIGHUSDT,4h,2193,1755302400000,219.9,0,STALE
HIGHUSDT,1d,366,1755302400000,219.9,0,STALE
HIPPOUSDT,5m,80100,1755315300000,4.9,0,OK
HIPPOUSDT,15m,26701,1755315000000,9.9,0,OK
HIPPOUSDT,30m,13351,1755315000000,9.9,1,GAPS
HIPPOUSDT,1h,6677,1755313200000,39.9,1,STALE
HIPPOUSDT,2h,3339,1755309600000,99.9,1,STALE
HIPPOUSDT,4h,1654,1755302400000,219.9,0,STALE
HIPPOUSDT,1d,277,1755302400000,219.9,0,STALE
HIVEUSDT,5m,68592,1755315300000,4.9,0,OK
HIVEUSDT,15m,22865,1755315000000,10.0,0,OK
