Symbol,时间周期,策略,参数JSON,总收益(%),年化(%),夏普比,胜率(%),交易次数,最大回撤(%),手续费滑点成本(%),资金费率影响(%),冲击成本(%),样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,1h,A6,"{""lookback"": 44, ""max_depth"": 9, ""n_estimators"": 373}",272.3238295233048,20830.197000257343,5.131942614561641,55.45454545454545,448,9.791472444835724,35.839999999999996,0.0,0.521081621238794,117.41217506998379,5.140112533515362,否,0.0,否
