Symbol,时间周期,策略,参数JSON,样本外收益(%),去水分夏普,SPA显著性(是/否),PBO(过拟合概率),稳健性通过(是/否)
BTCUSDT,2h,A8,"{""atr_n"": 17, ""k"": 1.10183965104954, ""rsi_low"": 32.77779803746663, ""rsi_n"": 18}",-16.930988100552547,0.6694258510827222,否,0.0,否
